     -1   0   2    0   341   4.0545E-07  0.0000E+00  0.0000E+00  1.0175E+02  0.0000E+00  0.0000E+00  2.4669E-01  0.0000E+00  0.0000E+00  2.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.0175E+02  0.0000E+00  0.0000E+00  0.0000E+00
      0   0   2    0   341   3.6856E-07  0.0000E+00  0.0000E+00  1.0175E+02  0.0000E+00  0.0000E+00  2.4652E-01  0.0000E+00  0.0000E+00  2.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.0175E+02  0.0000E+00  0.0000E+00  0.0000E+00
      2   0  -2    0   341   5.5160E-07  1.5614E-02 -1.0685E-01  1.0175E+02  1.9183E-02  3.1145E-02  2.2912E-01  0.0000E+00  0.0000E+00  2.0000E+00  5.6260E-01  0.0000E+00  0.0000E+00  0.0000E+00  1.1041E+02  0.0000E+00  0.0000E+00  0.0000E+00
      3   0  -2    0   341   4.7472E-07  9.5658E-02  7.7837E-02  1.0175E+02  5.7249E-03  2.4591E-02  2.2146E-01  0.0000E+00  0.0000E+00  2.0000E+00  5.6260E-01  0.0000E+00  0.0000E+00  0.0000E+00  1.0495E+02  0.0000E+00  0.0000E+00  0.0000E+00
      4   0  -2    0   341   3.6995E-07  8.3449E-02  5.0943E-02  1.0175E+02  5.4514E-04  2.0026E-02  2.2655E-01  0.0000E+00  0.0000E+00  2.0000E+00  5.6260E-01  0.0000E+00  0.0000E+00  0.0000E+00  1.0214E+02  0.0000E+00  0.0000E+00  0.0000E+00
      5   0  -2    0   341   3.3949E-07  5.4601E-02 -6.4660E-02  1.0175E+02  2.7867E-02 -2.1252E-03  6.8964E-01  0.0000E+00  0.0000E+00  2.0000E+00  5.6260E-01  0.0000E+00  0.0000E+00  0.0000E+00  1.0189E+02  0.0000E+00  0.0000E+00  0.0000E+00
      6   0  -2    0   341   3.4648E-07 -2.7970E-02 -1.7716E-01  1.0175E+02  3.5697E-02  2.5486E-03  4.2640E-01  0.0000E+00  0.0000E+00  2.0000E+00  5.6260E-01  0.0000E+00  0.0000E+00  0.0000E+00  1.0205E+02  0.0000E+00  0.0000E+00  0.0000E+00
      7   0  -2    0   341   4.9029E-07 -4.3498E-02  6.5895E-03  1.0175E+02 -1.4996E-02 -1.6567E-02  2.3172E-01  0.0000E+00  0.0000E+00  2.0000E+00  5.6260E-01  0.0000E+00  0.0000E+00  0.0000E+00  1.0430E+02  0.0000E+00  0.0000E+00  0.0000E+00
     10   0  -2    0   341   3.5908E-07 -8.3016E-02  8.4249E-03  1.0175E+02 -5.2897E-02 -3.5043E-02  3.6836E-01  0.0000E+00  0.0000E+00  2.0000E+00  5.6260E-01  0.0000E+00  0.0000E+00  0.0000E+00  1.0318E+02  0.0000E+00  0.0000E+00  0.0000E+00
     13   0  -2    0   341   6.0692E-07 -9.5304E-04 -1.2077E-03  1.0175E+02 -5.8591E-03 -2.3571E-02  2.3178E-01  0.0000E+00  0.0000E+00  2.0000E+00  5.6260E-01  0.0000E+00  0.0000E+00  0.0000E+00  1.0802E+02  0.0000E+00  0.0000E+00  0.0000E+00
     14   0  -2    0   341   3.5766E-07 -7.8946E-02 -5.8611E-02  1.0175E+02 -3.4231E-02 -2.3055E-02  2.3598E-01  0.0000E+00  0.0000E+00  2.0000E+00  5.6260E-01  0.0000E+00  0.0000E+00  0.0000E+00  1.0259E+02  0.0000E+00  0.0000E+00  0.0000E+00
     17   0  -2    0   341   4.8996E-07 -5.4141E-02 -1.1467E-03  1.0175E+02  2.7882E-02 -1.1088E-02  2.4373E-01  0.0000E+00  0.0000E+00  2.0000E+00  5.6260E-01  0.0000E+00  0.0000E+00  0.0000E+00  1.0563E+02  0.0000E+00  0.0000E+00  0.0000E+00
     19   0  -2    0   341   3.6678E-07  1.3896E-02  1.3017E-02  1.0175E+02  3.0856E-02  1.2132E-02  2.4181E-01  0.0000E+00  0.0000E+00  2.0000E+00  5.6260E-01  0.0000E+00  0.0000E+00  0.0000E+00  1.0248E+02  0.0000E+00  0.0000E+00  0.0000E+00
     20   0  -2    0   341   3.4768E-07  3.4742E-02  4.4923E-04  1.0175E+02 -4.7145E-02  2.0399E-02  6.0417E-01  0.0000E+00  0.0000E+00  2.0000E+00  5.6260E-01  0.0000E+00  0.0000E+00  0.0000E+00  1.0212E+02  0.0000E+00  0.0000E+00  0.0000E+00
     21   0  -2    0   341   4.4087E-07  3.5729E-02 -2.1221E-02  1.0175E+02  1.9572E-02 -1.4781E-02  2.7698E-01  0.0000E+00  0.0000E+00  2.0000E+00  5.6260E-01  0.0000E+00  0.0000E+00  0.0000E+00  1.0366E+02  0.0000E+00  0.0000E+00  0.0000E+00
     23   0  -2    0   341   4.7195E-07 -5.3455E-02 -6.9529E-02  1.0175E+02  3.5862E-02 -1.2695E-02  2.6155E-01  0.0000E+00  0.0000E+00  2.0000E+00  5.6260E-01  0.0000E+00  0.0000E+00  0.0000E+00  1.0652E+02  0.0000E+00  0.0000E+00  0.0000E+00
     24   0  -2    0   341   3.4350E-07 -6.5299E-03  1.0266E-01  1.0175E+02 -2.8023E-02 -2.2983E-02  6.4196E-01  0.0000E+00  0.0000E+00  2.0000E+00  5.6260E-01  0.0000E+00  0.0000E+00  0.0000E+00  1.0195E+02  0.0000E+00  0.0000E+00  0.0000E+00
     25   0  -2    0   341   3.5511E-07  8.0524E-02  5.2145E-02  1.0175E+02 -6.3575E-03  1.5403E-02  2.5781E-01  0.0000E+00  0.0000E+00  2.0000E+00  5.6260E-01  0.0000E+00  0.0000E+00  0.0000E+00  1.0189E+02  0.0000E+00  0.0000E+00  0.0000E+00
     26   0  -2    0   341   3.5018E-07  1.9457E-02 -5.7549E-02  1.0175E+02 -3.3653E-03 -1.0718E-02  2.8401E-01  0.0000E+00  0.0000E+00  2.0000E+00  5.6260E-01  0.0000E+00  0.0000E+00  0.0000E+00  1.0182E+02  0.0000E+00  0.0000E+00  0.0000E+00
     27   0  -1    0   341   4.0263E-07 -5.9194E-02  2.7412E-02  1.0175E+02 -1.6387E-02 -6.5861E-03  7.7247E-02  0.0000E+00  0.0000E+00  2.0000E+00  5.6260E-01  0.0000E+00  0.0000E+00  0.0000E+00  1.0334E+02  0.0000E+00  0.0000E+00  0.0000E+00
     28   0  -2    0   341   3.9783E-07  2.3295E-02 -1.2446E-01  1.0175E+02  2.4966E-02  2.1943E-02  3.1898E-01  0.0000E+00  0.0000E+00  2.0000E+00  5.6260E-01  0.0000E+00  0.0000E+00  0.0000E+00  1.0359E+02  0.0000E+00  0.0000E+00  0.0000E+00
     29   0  -2    0   341   4.5023E-07 -6.3519E-02 -7.1999E-03  1.0175E+02 -3.0014E-02 -1.2336E-02  2.8083E-01  0.0000E+00  0.0000E+00  2.0000E+00  5.6260E-01  0.0000E+00  0.0000E+00  0.0000E+00  1.0547E+02  0.0000E+00  0.0000E+00  0.0000E+00
     30   0  -2    0   341   4.1031E-07  1.0137E-01 -2.7694E-02  1.0175E+02  5.1113E-02  1.2832E-02  2.5562E-01  0.0000E+00  0.0000E+00  2.0000E+00  5.6260E-01  0.0000E+00  0.0000E+00  0.0000E+00  1.0692E+02  0.0000E+00  0.0000E+00  0.0000E+00
     31   0  -2    0   341   4.4398E-07  4.4345E-02  5.4669E-02  1.0175E+02 -2.0721E-02 -3.7188E-03  2.5283E-01  0.0000E+00  0.0000E+00  2.0000E+00  5.6260E-01  0.0000E+00  0.0000E+00  0.0000E+00  1.0335E+02  0.0000E+00  0.0000E+00  0.0000E+00
     32   0  -2    0   341   3.8912E-07 -4.0305E-02 -4.5571E-03  1.0175E+02 -3.3699E-02 -1.4845E-03  2.8641E-01  0.0000E+00  0.0000E+00  2.0000E+00  5.6260E-01  0.0000E+00  0.0000E+00  0.0000E+00  1.0327E+02  0.0000E+00  0.0000E+00  0.0000E+00
     33   0  -2    0   341   3.4489E-07 -3.4756E-02 -1.3170E-01  1.0175E+02  4.4293E-02  4.0188E-02  8.6124E-01  0.0000E+00  0.0000E+00  2.0000E+00  5.6260E-01  0.0000E+00  0.0000E+00  0.0000E+00  1.0214E+02  0.0000E+00  0.0000E+00  0.0000E+00
     35   0  -2    0   341   3.6079E-07 -1.8338E-03  3.2463E-02  1.0175E+02 -9.9363E-03 -2.2819E-03  1.8052E-01  0.0000E+00  0.0000E+00  2.0000E+00  5.6260E-01  0.0000E+00  0.0000E+00  0.0000E+00  1.0186E+02  0.0000E+00  0.0000E+00  0.0000E+00
