# g4beamline profile
#Z N meanX sigmaX meanY sigmaY emitX emitY emitTrans betaX betaY betaTrans alphaX alphaY alphaTrans meanP
#mm - mm mm mm mm mm-rad mm-rad mm-rad mm mm mm - - - MeV/c
100800.0 5873 -9.928 39.848 5.175 38.885 6.519 6.226 5.769 660.4 628.8 644.6 0.1987 0.1793 0.189 254.6
100900.0 5872 -9.534 38.959 5.281 37.925 5.862 5.66 5.74 635.5 602.2 618.9 0.05331 0.06059 0.05695 254.9
101000.0 5872 -8.582 39.303 6.534 38.245 6.849 6.77 5.744 643 608.9 625.9 -0.1402 -0.1166 -0.1284 254.1
101100.0 5870 -6.726 40.791 8.488 40.884 9.043 9.288 5.95 662.9 665.9 664.4 -0.2536 -0.2475 -0.2505 253
101200.0 5864 -3.340 42.433 10.414 40.991 11.45 11.35 5.699 745.4 695.6 720.5 -0.1849 -0.218 -0.2014 253
101300.0 5859 0.970 42.847 10.558 41.767 12.51 12.33 5.684 764 726 745 0.0625 -0.05745 0.002524 254.2
101400.0 5855 4.736 41.612 8.857 41.465 11.44 11.17 5.704 717.3 712.3 714.8 0.2721 0.1392 0.2057 253.4
101500.0 5853 6.998 39.556 6.261 40.213 9.03 8.78 5.708 652.6 674.4 663.5 0.2591 0.2173 0.2382 254
101600.0 5852 8.051 38.170 3.992 39.034 6.784 6.647 5.692 612.6 640.7 626.6 0.09537 0.124 0.1097 254.3
101700.0 5846 8.589 38.107 2.618 38.835 5.705 5.673 5.675 611.4 635 623.2 -0.09633 -0.05188 -0.0741 253.5
101800.0 5844 9.139 39.195 2.240 39.746 6.338 6.339 5.679 643.7 661.9 652.8 -0.2127 -0.1825 -0.1976 252.5
101900.0 5843 9.611 40.538 2.840 41.044 7.965 7.899 5.679 686.9 704.2 695.6 -0.1724 -0.1643 -0.1683 252.5
102000.0 5841 9.624 41.003 4.089 41.611 8.781 8.652 5.667 706.5 727.7 717.1 -0.004664 0.005985 0.0006603 253.5
102100.0 5838 9.189 40.299 5.203 40.905 7.894 7.783 5.66 682 702.6 692.3 0.1582 0.1819 0.17 252.7
102200.0 5832 8.742 38.916 5.654 39.533 6.307 6.208 5.647 640.6 661 650.8 0.1669 0.2092 0.188 253.5
102300.0 5831 8.832 38.000 5.187 38.473 5.688 5.576 5.612 615.6 631 623.3 0.02231 0.09223 0.05727 253.8
102400.0 5830 9.517 38.455 3.706 38.500 6.722 6.584 5.599 628.5 630 629.3 -0.1877 -0.06821 -0.128 252.9
102500.0 5827 10.341 40.292 1.056 39.467 8.906 8.794 5.597 684.8 657 670.9 -0.344 -0.1585 -0.2512 252
102600.0 5826 10.238 42.554 -2.687 40.551 11.25 11.25 5.584 761.6 691.6 726.6 -0.2961 -0.1171 -0.2066 251.9
102700.0 5824 8.307 43.640 -6.506 40.894 12.27 12.38 5.592 801.8 704 752.9 -0.0008967 0.008698 0.003901 253
102800.0 5823 4.875 42.615 -8.964 40.320 11.18 11.22 5.627 758.9 679.3 719.1 0.3026 0.1167 0.2097 252.1
102900.0 5821 1.458 40.522 -9.619 39.241 8.841 8.805 5.632 690.8 647.8 669.3 0.3413 0.1457 0.2435 252.8
103000.0 5820 -0.944 38.637 -9.413 38.397 6.654 6.604 5.613 633.2 625.3 629.2 0.1729 0.05803 0.1155 253
103100.0 5818 -2.304 38.282 -9.277 38.333 5.631 5.595 5.592 622.8 624.4 623.6 -0.06033 -0.06745 -0.06389 252.1
103200.0 5815 -2.758 39.305 -9.610 39.261 6.224 6.298 5.599 652.9 651.4 652.1 -0.222 -0.1436 -0.1828 251.1
103300.0 5812 -2.226 40.636 -10.250 40.253 7.702 7.854 5.569 700.1 687 693.6 -0.2136 -0.09523 -0.1544 251.1
103400.0 5810 -0.988 41.309 -10.817 40.378 8.436 8.602 5.559 727.5 695 711.3 -0.02902 0.0517 0.01134 252.3
103500.0 5807 0.314 40.574 -10.835 39.622 7.617 7.709 5.561 699.9 667.5 683.7 0.1754 0.1764 0.1759 251.4
103600.0 5804 0.868 39.057 -10.484 38.381 6.114 6.156 5.551 652.9 630.5 641.7 0.2136 0.1608 0.1872 252.1
103700.0 5803 0.326 37.937 -10.180 37.713 5.564 5.519 5.519 620.5 613.2 616.8 0.09208 0.009999 0.05104 252.4
103800.0 5802 -1.392 38.012 -10.002 38.221 6.647 6.43 5.498 622.1 628.9 625.5 -0.09207 -0.1789 -0.1355 251.5
103900.0 5801 -4.112 39.386 -9.355 39.785 8.907 8.516 5.494 662.8 676.3 669.6 -0.2414 -0.28 -0.2607 250.6
104000.0 5799 -7.216 41.316 -7.371 41.386 11.34 10.91 5.484 727 729.5 728.3 -0.2402 -0.1883 -0.2142 250.5
104100.0 5796 -9.397 42.329 -3.927 41.829 12.37 12.04 5.495 763.5 745.6 754.6 -0.04406 0.04753 0.001735 251.6
104200.0 5793 -9.855 41.771 -0.001 40.724 11.19 11 5.536 737.3 700.8 719.1 0.1853 0.2394 0.2124 250.8
104300.0 5791 -8.873 40.242 3.146 38.925 8.763 8.675 5.548 688.1 643.8 666 0.2475 0.2436 0.2456 251.6
104400.0 5790 -7.641 38.970 5.099 37.641 6.581 6.528 5.54 649.8 606.2 628 0.1278 0.1004 0.1141 251.9
104500.0 5788 -6.997 38.826 6.200 37.581 5.579 5.511 5.532 644.8 604.1 624.4 -0.06024 -0.08425 -0.07224 251
104600.0 5782 -7.139 39.523 6.652 38.363 6.191 6.053 5.488 670.8 632 651.4 -0.1852 -0.1949 -0.1901 250.1
104700.0 5779 -8.097 40.681 6.483 39.629 7.752 7.518 5.475 711 674.7 692.9 -0.1538 -0.1733 -0.1636 250.1
104800.0 5776 -9.257 41.157 5.517 40.233 8.577 8.231 5.457 733 700.4 716.7 0.01344 -0.013 0.0002205 251.3
104900.0 5774 -9.908 40.453 4.232 39.663 7.763 7.392 5.462 705.9 678.6 692.3 0.174 0.1622 0.1681 250.5
105000.0 5772 -9.832 39.177 3.400 38.370 6.164 5.913 5.446 667.2 640 653.6 0.1853 0.1869 0.1861 251.2
105100.0 5772 -9.265 38.369 3.587 37.495 5.5 5.393 5.425 643.5 614.6 629 0.05276 0.05681 0.05478 251.5
105200.0 5772 -8.271 38.732 4.846 37.792 6.518 6.472 5.432 651.4 620.2 635.8 -0.126 -0.1318 -0.1289 250.6
105300.0 5771 -6.442 40.172 6.784 39.346 8.768 8.687 5.446 693.2 664.9 679.1 -0.2271 -0.2746 -0.2509 249.7
105400.0 5770 -3.435 41.833 8.576 40.964 11.23 11.02 5.443 748.4 717.6 733 -0.1303 -0.2464 -0.1884 249.6
105500.0 5767 0.559 42.076 8.852 41.906 12.26 12 5.404 764.8 758.6 761.7 0.1032 -0.05351 0.02485 250.8
105600.0 5765 4.056 40.946 7.450 41.402 11.19 10.87 5.466 715.2 731.2 723.2 0.2901 0.1801 0.2351 250
105700.0 5760 6.133 38.774 5.203 39.923 8.725 8.498 5.45 648.5 687.5 668 0.2848 0.2709 0.2778 250.8
105800.0 5759 7.193 37.333 3.314 38.453 6.486 6.422 5.44 605.5 642.4 624 0.1172 0.1743 0.1458 251.1
105900.0 5759 7.868 37.252 2.238 37.976 5.407 5.496 5.434 602.4 626 614.2 -0.07788 -0.008452 -0.04317 250.2
106000.0 5757 8.537 38.175 2.156 38.708 5.935 6.142 5.456 627.1 644.7 635.9 -0.1926 -0.1489 -0.1708 249.2
106100.0 5754 9.087 39.505 2.856 39.678 7.374 7.551 5.429 673.8 679.7 676.7 -0.1345 -0.1425 -0.1385 249.3
106200.0 5751 9.264 39.689 4.350 40.200 8.059 8.191 5.395 687.2 705 696.1 0.03534 -0.0001745 0.01758 250.5
106300.0 5747 8.806 38.821 5.742 39.575 7.275 7.357 5.401 655.3 681.1 668.2 0.1807 0.1602 0.1705 249.7
106400.0 5743 8.242 37.526 6.362 38.385 5.874 5.943 5.392 616.4 645 630.7 0.1709 0.176 0.1735 250.5
106500.0 5741 8.225 36.851 6.092 37.566 5.393 5.384 5.363 598.8 622.2 610.5 0.01296 0.06034 0.03665 250.8
106600.0 5740 8.879 37.612 4.857 37.836 6.44 6.377 5.363 620.3 627.8 624.1 -0.2037 -0.1034 -0.1536 249.9
106700.0 5738 9.841 39.338 2.479 38.980 8.543 8.516 5.341 676 663.7 669.8 -0.3478 -0.1994 -0.2736 248.9
106800.0 5735 9.968 41.549 -0.989 40.374 10.9 10.92 5.329 752.3 710.3 731.3 -0.2885 -0.1585 -0.2235 248.9
106900.0 5732 8.393 42.457 -4.580 40.992 11.96 12 5.324 788.4 734.9 761.6 -8.254e-05 -0.01016 -0.005119 250.1
107000.0 5733 5.480 41.494 -6.932 40.531 10.94 10.91 5.386 743.3 709.2 726.3 0.2745 0.1507 0.2126 249.2
107100.0 5731 2.487 39.531 -7.677 39.302 8.613 8.529 5.39 679.4 671.5 675.5 0.3042 0.2021 0.2532 250
107200.0 5727 0.258 37.905 -7.605 38.154 6.408 6.36 5.355 632.2 640.6 636.4 0.1549 0.1054 0.1302 250.4
107300.0 5725 -1.044 37.641 -7.491 38.006 5.365 5.363 5.348 623.2 635.3 629.2 -0.05611 -0.05037 -0.05324 249.4
107400.0 5722 -1.480 38.464 -7.776 38.759 5.906 6.009 5.343 648.5 658.4 653.5 -0.1947 -0.1507 -0.1727 248.5
107500.0 5715 -1.184 39.831 -8.382 39.715 7.35 7.517 5.33 696.2 692.1 694.1 -0.1694 -0.1155 -0.1424 248.6
107600.0 5712 -0.193 40.250 -8.901 40.106 8.071 8.216 5.31 715.7 710.6 713.2 0.02683 0.02405 0.02544 249.6
107700.0 5711 0.817 39.315 -8.998 39.520 7.27 7.326 5.303 682.1 689.2 685.6 0.208 0.178 0.193 248.8
107800.0 5710 1.261 37.802 -8.833 38.308 5.796 5.858 5.291 635 652.2 643.6 0.2206 0.1931 0.2068 249.5
107900.0 5707 0.749 36.786 -8.749 37.545 5.265 5.34 5.278 604 629.2 616.6 0.08703 0.05629 0.07166 249.9
108000.0 5707 -0.793 36.947 -8.779 37.976 6.308 6.341 5.284 605.3 639.5 622.4 -0.09927 -0.1329 -0.1161 249
108100.0 5702 -3.259 38.169 -8.471 39.379 8.454 8.371 5.283 641.2 682.5 661.9 -0.2386 -0.2312 -0.2349 248.1
108200.0 5702 -6.241 40.041 -6.890 40.850 10.77 10.64 5.28 702.5 731.2 716.8 -0.2375 -0.1274 -0.1824 248
108300.0 5698 -8.495 40.708 -3.843 41.069 11.68 11.56 5.268 730 743 736.5 -0.04468 0.09908 0.0272 249.2
108400.0 5697 -9.111 40.172 -0.299 39.924 10.54 10.55 5.278 708.6 699.8 704.2 0.1516 0.3125 0.2321 248.3
108500.0 5693 -8.403 38.765 2.608 37.845 8.19 8.37 5.28 664.7 633.5 649.1 0.2188 0.3037 0.2613 249.1
108600.0 5692 -7.461 37.608 4.404 36.420 6.168 6.346 5.276 629.4 590.2 609.8 0.1169 0.1342 0.1255 249.4
108700.0 5692 -6.995 37.465 5.389 36.341 5.303 5.305 5.282 622.6 585.8 604.2 -0.06473 -0.06304 -0.06388 248.5
108800.0 5689 -7.269 38.584 5.811 37.398 5.93 5.767 5.305 654.4 614.8 634.6 -0.2079 -0.1683 -0.1881 247.5
108900.0 5688 -8.229 40.030 5.611 37.863 7.309 7.076 5.255 709.8 635 672.4 -0.2023 -0.1207 -0.1615 247.5
109000.0 5685 -9.338 40.492 4.639 38.101 7.915 7.752 5.224 733.7 649.6 691.6 -0.007383 0.007798 0.0002072 248.7
109100.0 5684 -9.851 39.816 3.392 37.444 7.12 7.01 5.224 707.6 625.8 666.7 0.1848 0.1352 0.16 247.8
109200.0 5681 -9.796 38.457 2.660 36.366 5.762 5.641 5.207 665.5 595.1 630.3 0.205 0.1347 0.1699 248.6
109300.0 5681 -9.362 37.560 2.895 35.793 5.241 5.179 5.184 638.8 580.1 609.4 0.06024 0.008965 0.0346 248.9
109400.0 5675 -8.599 37.814 4.207 36.365 6.153 6.242 5.174 645.4 596.9 621.2 -0.1206 -0.1839 -0.1522 248.1
109500.0 5673 -7.034 39.011 6.288 38.346 8.218 8.379 5.215 676.1 653.3 664.7 -0.2083 -0.342 -0.2751 247.1
109600.0 5671 -4.198 40.257 8.158 40.002 10.55 10.47 5.153 725.2 716 720.6 -0.1257 -0.3191 -0.2224 247.1
109700.0 5669 -0.407 40.542 8.781 41.173 11.65 11.42 5.162 736.3 759.4 747.8 0.07196 -0.09401 -0.01103 248.3
109800.0 5667 3.142 39.552 7.695 40.707 10.64 10.38 5.2 694.6 735.8 715.2 0.2267 0.1809 0.2038 247.4
109900.0 5666 5.519 37.932 5.676 39.100 8.342 8.178 5.213 642.1 682.2 662.1 0.2212 0.2624 0.2418 248.1
110000.0 5666 6.828 36.777 3.844 37.668 6.205 6.178 5.196 608.7 638.6 623.6 0.08575 0.1436 0.1147 248.4
110100.0 5665 7.665 36.741 2.758 37.287 5.173 5.211 5.172 609.1 627.3 618.2 -0.08614 -0.05099 -0.06856 247.5
110200.0 5664 8.408 37.776 2.647 38.041 5.731 5.76 5.169 641.4 650.4 645.9 -0.1985 -0.191 -0.1948 246.5
110300.0 5661 8.944 39.049 3.512 39.173 7.158 7.2 5.167 684.2 688.6 686.4 -0.1532 -0.18 -0.1666 246.5
110400.0 5657 8.959 39.535 4.982 39.704 7.872 7.953 5.171 703.6 709.6 706.6 0.03356 -0.0345 -0.0004722 247.7
110500.0 5655 8.400 38.700 6.307 39.199 7.105 7.144 5.18 671.4 688.8 680.1 0.2024 0.1294 0.1659 246.8
110600.0 5654 7.803 37.315 6.870 38.028 5.694 5.709 5.171 628.1 652.4 640.2 0.192 0.1692 0.1806 247.5
110700.0 5651 7.820 36.565 6.566 37.073 5.169 5.171 5.144 607 623.9 615.5 0.02777 0.06331 0.04554 247.7
110800.0 5649 8.592 37.193 5.318 37.199 6.168 6.162 5.139 625.3 625.5 625.4 -0.1918 -0.09394 -0.1429 246.8
110900.0 5646 9.649 39.864 3.009 38.587 8.404 8.328 5.316 688.9 645.4 667.1 -0.3337 -0.1978 -0.2657 245.9
111000.0 5642 10.128 40.745 -0.640 39.481 10.38 10.53 5.094 747.6 702 724.8 -0.2596 -0.1583 -0.209 245.9
111100.0 5641 8.752 41.503 -4.522 39.952 11.34 11.52 5.101 776.8 719.8 748.3 0.02546 -0.01667 0.004396 247
111200.0 5641 5.931 40.571 -7.276 39.457 10.36 10.44 5.122 738 698.1 718 0.3139 0.1341 0.224 246.1
111300.0 5641 2.743 38.264 -8.376 38.322 8.126 8.149 5.142 658.6 660.7 659.7 0.347 0.1656 0.2563 246.8
111400.0 5639 0.324 36.511 -8.551 37.361 6.092 6.079 5.115 606.2 634.7 620.5 0.1846 0.07453 0.1295 247.1
111500.0 5639 -1.177 36.108 -8.628 37.354 5.133 5.143 5.121 590.9 632.3 611.6 -0.0275 -0.07852 -0.05301 246.2
111600.0 5638 -1.803 36.994 -9.049 38.363 5.695 5.723 5.134 615.5 661.9 638.7 -0.1689 -0.1791 -0.174 245.1
111700.0 5634 -1.412 37.919 -9.822 39.358 7.009 7.038 5.076 653.1 703.6 678.4 -0.1609 -0.1371 -0.149 245.1
111800.0 5631 -0.396 38.488 -10.595 39.536 7.647 7.715 5.06 677.3 714.7 696 -0.01918 0.0587 0.01976 246.2
111900.0 5630 0.867 37.901 -10.869 38.585 6.845 6.949 5.062 654.9 678.8 666.9 0.162 0.2047 0.1833 245.3
112000.0 5630 1.562 36.549 -10.768 37.221 5.493 5.575 5.052 613 635.8 624.4 0.1979 0.187 0.1925 246
112100.0 5629 1.201 35.592 -10.713 36.482 5.062 5.057 5.033 584.7 614.2 599.5 0.07329 0.0309 0.05209 246.3
112200.0 5628 -0.359 35.875 -10.836 36.929 6.086 5.944 5.026 591.5 626.8 609.1 -0.1242 -0.1566 -0.1404 245.5
112300.0 5626 -3.227 37.033 -10.641 38.307 8.042 7.872 4.996 629.1 673.2 651.2 -0.2679 -0.2558 -0.2618 244.5
112400.0 5625 -6.727 38.939 -9.087 39.759 10.21 10.04 4.983 694 723.5 708.8 -0.2769 -0.1562 -0.2166 244.4
112500.0 5622 -9.612 40.119 -5.826 39.905 11.11 11.05 4.99 737.7 729.8 733.8 -0.08971 0.07272 -0.008498 245.6
112600.0 5619 -10.697 39.725 -1.639 38.836 10.07 10.1 5 721 689.1 705 0.1758 0.2324 0.2041 244.8
112700.0 5616 -10.127 38.122 1.971 37.287 7.908 7.944 5.009 667.9 639 653.5 0.2502 0.2261 0.2381 245.5
112800.0 5615 -8.992 36.771 4.347 36.193 5.945 5.947 4.992 626.8 607.3 617.1 0.1257 0.0922 0.1089 245.9
112900.0 5614 -8.249 36.563 5.724 36.182 5.039 4.957 4.982 619.7 606.9 613.3 -0.07067 -0.08618 -0.07843 244.9
113000.0 5611 -8.293 37.480 6.378 37.217 5.64 5.458 4.978 648.9 639.9 644.4 -0.2077 -0.1976 -0.2027 244
113100.0 5609 -9.051 38.749 6.301 38.516 7.109 6.849 4.975 692.6 684.3 688.4 -0.1824 -0.155 -0.1687 243.9
113200.0 5603 -10.009 39.186 5.467 38.843 7.756 7.514 4.945 715.7 703.2 709.4 -0.02902 0.03847 0.004726 245.2
113300.0 5597 -10.573 38.620 4.469 38.048 6.948 6.766 4.948 693.3 672.9 683.1 0.1547 0.2037 0.1792 244.4
113400.0 5594 -10.515 37.309 3.992 36.681 5.505 5.396 4.935 651.9 630.1 641 0.188 0.2078 0.1979 245.2
113500.0 5593 -10.093 36.340 4.565 35.821 4.947 4.926 4.914 622.3 604.6 613.4 0.06356 0.06478 0.06417 245.5
113600.0 5591 -9.230 36.459 6.312 36.084 5.875 5.884 4.894 625.4 612.6 619 -0.1148 -0.131 -0.1229 244.6
113700.0 5589 -7.374 37.657 8.878 37.463 7.864 7.835 4.89 662.4 655.6 659 -0.2286 -0.2666 -0.2476 243.6
113800.0 5589 -3.874 39.138 11.258 39.107 10.03 9.932 4.882 713.1 712 712.6 -0.1815 -0.2234 -0.2024 243.6
113900.0 5588 0.867 39.802 11.942 39.789 10.98 10.9 4.882 739.8 739.3 739.5 0.01855 -0.004673 0.006938 244.8
114000.0 5584 5.271 39.069 10.393 39.037 9.984 9.949 4.917 706.7 705.6 706.2 0.234 0.1999 0.217 243.9
114100.0 5582 8.077 37.398 7.710 37.591 7.845 7.839 4.93 650.8 657.5 654.1 0.2613 0.2389 0.2501 244.7
114200.0 5580 9.465 36.127 5.364 36.455 5.87 5.899 4.926 611.2 622.3 616.8 0.1134 0.1227 0.118 245
114300.0 5580 10.226 36.043 4.009 36.338 4.911 4.975 4.926 607.1 617.1 612.1 -0.0876 -0.05352 -0.07056 244.1
114400.0 5578 10.849 36.888 3.848 37.234 5.405 5.512 4.915 634.5 646.5 640.5 -0.2167 -0.1697 -0.1932 243.1
114500.0 5578 11.152 38.248 4.779 38.362 6.787 6.9 4.913 681.1 685.1 683.1 -0.1931 -0.1347 -0.1639 243.1
114600.0 5576 10.851 38.812 6.309 38.780 7.481 7.589 4.9 706 704.8 705.4 -0.01533 0.02764 0.006155 244.3
114700.0 5575 9.960 38.166 7.515 38.154 6.742 6.799 4.893 681.9 681.4 681.7 0.1724 0.1869 0.1797 243.4
114800.0 5575 9.167 36.822 7.778 36.951 5.366 5.411 4.882 639.2 643.7 641.5 0.1967 0.2027 0.1997 244.1
114900.0 5573 9.128 35.895 6.997 36.160 4.866 4.916 4.868 610.4 619.4 614.9 0.06464 0.06885 0.06674 244.5
115000.0 5573 9.924 36.102 5.196 36.472 5.849 5.885 4.869 613.9 626.5 620.2 -0.1235 -0.1177 -0.1206 243.6
115100.0 5572 10.947 37.430 2.183 37.720 7.855 7.845 4.865 655 665.2 660.1 -0.2545 -0.2276 -0.241 242.6
115200.0 5568 10.939 39.159 -2.003 39.117 10.01 9.982 4.855 715.1 713.6 714.4 -0.2262 -0.1585 -0.1923 242.7
115300.0 5567 8.920 40.115 -6.268 39.522 10.96 10.96 4.853 753.1 731 742 -0.004424 0.05045 0.02301 243.9
115400.0 5565 5.333 39.409 -9.033 38.582 9.96 9.961 4.9 719 689.1 704 0.2437 0.2322 0.2379 243
115500.0 5564 1.647 37.712 -9.944 36.963 7.819 7.827 4.915 661.4 635.4 648.4 0.2954 0.2468 0.2711 243.8
115600.0 5564 -1.076 36.270 -9.882 35.770 5.879 5.87 4.912 615.5 598.6 607 0.1566 0.117 0.1368 244.1
115700.0 5564 -2.698 35.976 -9.869 35.662 4.942 4.921 4.909 604.6 594.1 599.4 -0.05428 -0.05438 -0.05433 243.2
115800.0 5562 -3.383 36.579 -10.391 36.522 5.345 5.389 4.88 626 624.1 625 -0.1912 -0.1622 -0.1767 242.2
115900.0 5561 -2.911 37.837 -11.412 37.619 6.629 6.68 4.874 669.4 661.7 665.6 -0.1889 -0.1187 -0.1538 242.2
116000.0 5560 -1.487 38.495 -12.289 37.951 7.273 7.369 4.869 696.5 677 686.7 -0.0251 0.03906 0.00698 243.4
116100.0 5560 0.106 37.919 -12.531 37.258 6.539 6.652 4.863 674.9 651.6 663.3 0.1538 0.1852 0.1695 242.6
116200.0 5559 0.986 36.705 -12.273 36.109 5.232 5.385 4.852 636.8 616.3 626.6 0.1933 0.1727 0.183 243.3
116300.0 5557 0.619 35.795 -11.900 35.332 4.817 4.885 4.821 610.8 595.1 603 0.07377 0.02848 0.05112 243.7
116400.0 5557 -1.098 35.937 -11.648 35.835 5.803 5.809 4.811 613.6 610.1 611.9 -0.1043 -0.1741 -0.1392 242.8
116500.0 5554 -4.009 37.117 -10.926 37.473 7.802 7.74 4.815 648.8 661.3 655.1 -0.2212 -0.3037 -0.2624 241.9
116600.0 5554 -7.455 38.576 -8.755 39.303 9.971 9.854 4.811 698 724.5 711.3 -0.1927 -0.2327 -0.2127 241.8
116700.0 5554 -9.936 39.347 -4.875 39.993 10.94 10.83 4.816 727.6 751.7 739.6 -0.02383 0.03226 0.004218 243
116800.0 5553 -10.347 38.860 -0.453 38.987 9.938 9.865 4.841 705 709.7 707.3 0.1721 0.2727 0.2224 242.1
116900.0 5550 -9.149 37.452 3.039 37.103 7.748 7.771 4.849 658.2 646 652.1 0.2253 0.2981 0.2617 242.7
117000.0 5550 -7.555 36.322 5.205 35.621 5.763 5.846 4.839 623.8 600 611.9 0.1147 0.1448 0.1297 243
117100.0 5550 -6.509 36.181 6.464 35.332 4.848 4.868 4.834 618.2 589.6 603.9 -0.06377 -0.05556 -0.05967 242.1
117200.0 5549 -6.413 37.059 7.222 36.190 5.394 5.316 4.852 643.2 613.4 628.3 -0.1869 -0.183 -0.185 241.1
117300.0 5545 -7.208 38.198 7.374 37.234 6.703 6.568 4.834 684.9 650.8 667.9 -0.1669 -0.1501 -0.1585 241.2
117400.0 5544 -8.384 38.733 6.843 37.666 7.343 7.252 4.829 708 669.5 688.7 0.009628 -0.003171 0.003228 242.4
117500.0 5542 -9.259 38.036 5.871 37.097 6.604 6.537 4.825 681.5 648.3 664.9 0.1861 0.151 0.1686 241.5
117600.0 5542 -9.411 36.741 5.228 35.962 5.293 5.251 4.813 640.6 613.8 627.2 0.1986 0.1672 0.1829 242.3
117700.0 5540 -8.963 35.931 5.531 35.260 4.822 4.846 4.802 615.3 592.6 603.9 0.05161 0.03961 0.04561 242.7
117800.0 5539 -7.928 36.271 6.954 35.493 5.738 5.834 4.783 626.2 599.6 612.9 -0.1393 -0.1428 -0.141 241.8
117900.0 5536 -5.885 37.592 9.070 36.854 7.661 7.801 4.771 668.8 642.8 655.8 -0.2452 -0.2801 -0.2627 240.8
118000.0 5535 -2.336 39.121 10.786 38.589 9.8 9.919 4.774 720.5 701.1 710.8 -0.152 -0.2669 -0.2095 240.8
118100.0 5534 2.123 39.461 10.819 39.624 10.79 10.83 4.78 734.4 740.5 737.5 0.1074 -0.08445 0.01147 242.1
118200.0 5533 5.955 38.165 8.891 39.264 9.824 9.789 4.806 682.3 722.2 702.2 0.2994 0.1643 0.2318 241.2
118300.0 5531 8.214 36.228 6.170 37.795 7.677 7.687 4.817 618.2 672.8 645.5 0.2835 0.2483 0.2659 242
118400.0 5531 9.167 34.868 3.851 36.535 5.702 5.832 4.814 576.2 632.6 604.4 0.1311 0.1309 0.131 242.3
118500.0 5531 9.654 34.620 2.554 36.364 4.733 4.934 4.807 567.6 626.3 596.9 -0.05314 -0.07147 -0.0623 241.4
118600.0 5532 10.023 35.517 2.454 37.555 5.291 5.377 4.832 591 660.8 625.9 -0.1772 -0.2059 -0.1915 240.2
118700.0 5530 10.284 36.797 3.086 38.360 6.598 6.58 4.812 636 691.2 663.6 -0.1696 -0.1518 -0.1607 240.3
118800.0 5526 10.124 37.266 4.363 38.690 7.172 7.213 4.771 660.5 711.9 686.2 -0.01595 0.01897 0.001507 241.3
118900.0 5525 9.490 36.642 5.480 37.968 6.382 6.564 4.776 636.2 683 659.6 0.1372 0.1941 0.1657 240.5
119000.0 5525 8.906 35.495 5.780 36.729 5.069 5.344 4.766 601.1 643.6 622.4 0.1507 0.2008 0.1758 241.2
119100.0 5522 8.889 34.816 5.194 35.800 4.658 4.864 4.727 584.3 617.8 601 0.01699 0.06398 0.04048 241.6
119200.0 5521 9.504 35.326 3.553 35.967 5.677 5.743 4.71 600.4 622.4 611.4 -0.1871 -0.1145 -0.1508 240.8
119300.0 5522 10.216 37.083 0.774 37.115 7.651 7.693 4.717 655 656.1 655.6 -0.3408 -0.2146 -0.2777 239.7
119400.0 5518 9.883 39.136 -3.058 38.328 9.736 9.827 4.689 730.9 701 715.9 -0.2934 -0.1583 -0.2259 239.7
119500.0 5516 7.710 40.084 -6.797 38.717 10.64 10.78 4.674 771 719.3 745.2 -0.01333 0.008828 -0.002253 240.8
119600.0 5513 4.228 39.268 -9.029 38.095 9.681 9.8 4.694 735.7 692.4 714.1 0.2859 0.164 0.2249 239.9
119700.0 5511 0.828 37.300 -9.574 36.846 7.582 7.662 4.705 667.5 651.3 659.4 0.3438 0.1944 0.2691 240.7
119800.0 5510 -1.594 35.631 -9.299 35.866 5.626 5.712 4.696 613.6 621.8 617.7 0.1909 0.08735 0.1391 241.1
119900.0 5510 -2.965 35.146 -9.148 35.811 4.636 4.793 4.689 596.6 619.4 608 -0.02027 -0.0792 -0.04974 240.1
120000.0 5508 -3.359 35.798 -9.596 36.633 5.07 5.264 4.683 616.7 645.9 631.3 -0.1555 -0.1935 -0.1745 239.1
120100.0 5507 -2.816 36.853 -10.412 37.776 6.363 6.505 4.679 653.1 686.2 669.7 -0.1347 -0.158 -0.1464 239.1
120200.0 5506 -1.437 37.197 -11.105 38.238 7.041 7.08 4.668 669.8 707.8 688.8 0.02443 0.01785 0.02114 240.3
120300.0 5505 0.038 36.478 -11.144 37.528 6.32 6.351 4.669 642.3 679.8 661 0.176 0.2028 0.1894 239.5
120400.0 5503 0.748 35.231 -10.718 36.143 5.002 5.153 4.658 603.5 635.1 619.3 0.1973 0.2065 0.2019 240.2
120500.0 5503 0.296 34.348 -10.296 35.292 4.591 4.779 4.648 575.9 608 592 0.0791 0.04021 0.05965 240.6
120600.0 5503 -1.346 34.518 -9.952 35.720 5.584 5.665 4.645 578.8 619.8 599.3 -0.1004 -0.1738 -0.1371 239.7
120700.0 5500 -4.003 35.790 -9.193 37.124 7.536 7.451 4.639 618.1 665 641.6 -0.2418 -0.2887 -0.2652 238.7
120800.0 5498 -7.064 37.520 -7.071 38.698 9.616 9.478 4.637 676.5 719.6 698.1 -0.2482 -0.1932 -0.2207 238.7
120900.0 5497 -9.175 38.621 -3.499 39.079 10.52 10.44 4.633 719.3 736.5 727.9 -0.08337 0.06986 -0.006759 239.8
121000.0 5497 -9.414 38.328 0.549 38.022 9.533 9.572 4.658 703.5 692.2 697.9 0.1434 0.2852 0.2143 238.9
