 #VirtualDetector/det-1                                                          
  output from Ecalc9 version 2 
  settings: 
    particle type:            0
    pzmin/pzmax:    0.0000000000000000      /   0.0000000000000000     
    transverse cuts:    0.0000000000000000        0.0000000000000000     
    longitudinal cut:    0.0000000000000000     
    RF frequency (MHz):    0.0000000000000000     
    sigma cut:    0.0000000000000000     
    subtract out amplitude correlation

regn #   Z           Bz          eperp       elong       e6D         Ldim        Pzavg       beta        alpha       betaL       alphaL      n0          n1          n2          Lcan(eVs)   sigmaE      sigmaT      corrE       corrT       sigmaE_c    xavg        yavg        Dx          Dy          Dr          Dr2
   184  0.6420E+02 -0.3281E+01  0.5927E-02  0.3509E-01  0.2662E-05 -0.3779E-01  0.1972E+00  0.5128E+00 -0.5644E-01  0.5313E+02 -0.2738E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4680E-02  0.9711E-02  0.4247E-08  0.9666E-01  0.9948E-07  0.9528E-02  0.1873E-01  0.1160E-03 -0.3154E-01 -0.7238E-01  0.8637E-01  0.2000E+00
   185  0.6455E+02 -0.3269E-03  0.5932E-02  0.3440E-01  0.2685E-05 -0.6173E-01  0.1990E+00  0.5224E+00 -0.2113E+00  0.5509E+02 -0.2806E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5953E-02  0.9711E-02  0.4265E-08  0.9525E-01  0.1006E-06  0.9532E-02  0.1850E-01  0.1602E-02  0.1009E+00 -0.1909E+00  0.8963E-01  0.1986E+00
   186  0.6490E+02  0.3281E+01  0.5878E-02  0.3439E-01  0.2668E-05 -0.1144E+00  0.1955E+00  0.7530E+00 -0.2207E-01  0.5448E+02 -0.2826E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.8713E-02  0.9711E-02  0.4290E-08  0.9764E-01  0.1013E-06  0.9525E-02  0.1175E-01 -0.1679E-01 -0.7674E-02 -0.2798E+00  0.1925E+00  0.2508E+00
   187  0.6525E+02 -0.3040E-03  0.5866E-02  0.3509E-01  0.2684E-05 -0.5630E-01  0.1990E+00  0.5432E+00  0.1979E+00  0.5507E+02 -0.2776E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.6056E-02  0.9711E-02  0.4315E-08  0.9281E-01  0.1022E-06  0.9540E-02 -0.8661E-02 -0.1579E-01 -0.5602E-01 -0.1724E+00  0.2343E+00  0.2044E+00
   188  0.6560E+02 -0.3281E+01  0.5890E-02  0.3535E-01  0.2737E-05 -0.2931E-01  0.1971E+00  0.5294E+00  0.9319E-01  0.5457E+02 -0.2771E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4733E-02  0.9711E-02  0.4335E-08  0.9386E-01  0.1025E-06  0.9538E-02 -0.9491E-02 -0.1648E-01  0.6184E-01 -0.4743E-01  0.1383E+00  0.2113E+00
   189  0.6595E+02 -0.3175E-03  0.5898E-02  0.3497E-01  0.2773E-05 -0.5767E-01  0.1988E+00  0.4546E+00 -0.1367E+00  0.5613E+02 -0.2814E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.6065E-02  0.9711E-02  0.4354E-08  0.9256E-01  0.1028E-06  0.9540E-02 -0.8885E-02 -0.1464E-01 -0.5391E-02  0.7016E-01  0.1856E-01  0.1589E+00
   190  0.6630E+02  0.3281E+01  0.5931E-02  0.3123E-01  0.2802E-05 -0.9799E-01  0.1957E+00  0.6723E+00 -0.1237E+00  0.6032E+02 -0.3166E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.8277E-02  0.9711E-02  0.4380E-08  0.8501E-01  0.1061E-06  0.9559E-02 -0.1930E-01  0.3201E-02  0.3467E-01  0.1143E+00  0.7556E-01  0.2135E+00
   191  0.6665E+02 -0.3115E-03  0.6013E-02  0.2815E-01  0.2850E-05 -0.5003E-01  0.1990E+00  0.5651E+00  0.2209E-01  0.6741E+02 -0.3522E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5870E-02  0.9711E-02  0.4408E-08  0.7649E-01  0.1090E-06  0.9582E-02 -0.4902E-02  0.1832E-01 -0.1533E-01  0.8457E-01  0.2359E+00  0.2249E+00
   192  0.6700E+02 -0.3281E+01  0.5993E-02  0.2958E-01  0.2861E-05 -0.8176E-02  0.1968E+00  0.6342E+00  0.1110E+00  0.6438E+02 -0.3372E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3582E-02  0.9711E-02  0.4430E-08  0.8022E-01  0.1105E-06  0.9575E-02 -0.6713E-02  0.1959E-01 -0.1252E+00  0.3043E-01  0.2073E+00  0.2599E+00
   193  0.6735E+02 -0.3115E-03  0.5997E-02  0.3308E-01  0.2884E-05 -0.5181E-01  0.1988E+00  0.4606E+00  0.6184E-01  0.6083E+02 -0.3040E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5604E-02  0.9711E-02  0.4450E-08  0.8829E-01  0.1069E-06  0.9550E-02 -0.6440E-02  0.1573E-01 -0.1052E+00 -0.3123E-01  0.9141E-01  0.1614E+00
   194  0.6770E+02  0.3280E+01  0.6065E-02  0.2872E-01  0.2875E-05 -0.8669E-01  0.1961E+00  0.5601E+00 -0.5618E-01  0.6650E+02 -0.3500E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.7173E-02  0.9711E-02  0.4475E-08  0.7688E-01  0.1130E-06  0.9585E-02  0.1257E-01  0.1093E-01 -0.1141E+00  0.5975E-01  0.1246E-01  0.1483E+00
   195  0.6805E+02 -0.3013E-03  0.6131E-02  0.2581E-01  0.2858E-05 -0.5910E-01  0.1989E+00  0.5129E+00 -0.1235E+00  0.7343E+02 -0.3880E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5298E-02  0.9711E-02  0.4502E-08  0.6463E-01  0.1174E-06  0.9619E-02  0.1345E-01 -0.7411E-02  0.6779E-01  0.8962E-01  0.1189E+00  0.1430E+00
   196  0.6840E+02 -0.3281E+01  0.6103E-02  0.2982E-01  0.2831E-05 -0.1376E-01  0.1966E+00  0.6971E+00 -0.1761E-01  0.6585E+02 -0.3406E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.2743E-02  0.9711E-02  0.4527E-08  0.7707E-01  0.1154E-06  0.9587E-02  0.1578E-01 -0.7724E-02  0.1312E+00  0.1116E+00  0.2176E+00  0.1899E+00
   197  0.6875E+02 -0.3221E-03  0.6107E-02  0.3428E-01  0.2788E-05 -0.6349E-01  0.1990E+00  0.5265E+00  0.1262E+00  0.6139E+02 -0.2995E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4800E-02  0.9711E-02  0.4549E-08  0.8872E-01  0.1112E-06  0.9554E-02  0.1408E-01 -0.4356E-02  0.1402E+00  0.8052E-01  0.2151E+00  0.1417E+00
   198  0.6910E+02  0.3280E+01  0.6116E-02  0.3173E-01  0.2763E-05 -0.9765E-01  0.1963E+00  0.5550E+00  0.7180E-01  0.6464E+02 -0.3252E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.6163E-02  0.9711E-02  0.4571E-08  0.8700E-01  0.1146E-06  0.9560E-02  0.1980E-02 -0.1278E-01  0.1953E+00 -0.1383E+00  0.1218E+00  0.1064E+00
   199  0.6945E+02 -0.2959E-03  0.6139E-02  0.2765E-01  0.2744E-05 -0.7159E-01  0.1989E+00  0.4632E+00 -0.7602E-01  0.7316E+02 -0.3724E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4539E-02  0.9711E-02  0.4593E-08  0.7516E-01  0.1205E-06  0.9595E-02 -0.9064E-02 -0.5538E-02 -0.3964E-01 -0.2388E+00  0.1499E-01  0.6178E-01
   200  0.6980E+02 -0.3281E+01  0.6206E-02  0.2695E-01  0.2764E-05 -0.3100E-01  0.1968E+00  0.6380E+00 -0.8454E-01  0.7474E+02 -0.3848E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.2429E-02  0.9711E-02  0.4616E-08  0.7650E-01  0.1202E-06  0.9589E-02 -0.1035E-01 -0.6075E-02 -0.2778E-01 -0.2505E+00  0.6621E-01  0.8058E-01
   201  0.7015E+02 -0.3233E-03  0.6265E-02  0.2498E-01  0.2772E-05 -0.7358E-01  0.1990E+00  0.5313E+00  0.4005E-03  0.8304E+02 -0.4194E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4159E-02  0.9711E-02  0.4640E-08  0.8011E-01  0.1203E-06  0.9577E-02 -0.8166E-02 -0.7640E-02 -0.5634E-01 -0.1418E+00  0.2967E+00  0.1011E+00
   202  0.7050E+02  0.3281E+01  0.6194E-02  0.2506E-01  0.2748E-05 -0.1122E+00  0.1962E+00  0.6292E+00  0.4332E-01  0.8194E+02 -0.4201E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5889E-02  0.9711E-02  0.4661E-08  0.8213E-01  0.1226E-06  0.9575E-02 -0.1028E-01  0.1810E-02 -0.2054E+00  0.9415E-01  0.3087E+00  0.9986E-01
   203  0.7085E+02 -0.3066E-03  0.6206E-02  0.2245E-01  0.2775E-05 -0.7477E-01  0.1990E+00  0.4958E+00  0.5593E-01  0.9112E+02 -0.4672E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4052E-02  0.9711E-02  0.4681E-08  0.7186E-01  0.1266E-06  0.9604E-02 -0.3085E-02  0.7862E-02 -0.2028E-01  0.2742E+00  0.1922E-01  0.4149E-01
   204  0.7120E+02 -0.3281E+01  0.6284E-02  0.2146E-01  0.2830E-05 -0.3941E-01  0.1969E+00  0.5694E+00  0.4256E-01  0.9397E+02 -0.4902E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.2455E-02  0.9711E-02  0.4704E-08  0.6922E-01  0.1277E-06  0.9610E-02 -0.2549E-02  0.7883E-02 -0.1028E+00  0.2977E+00 -0.5237E-01  0.2074E-01
   205  0.7155E+02 -0.3111E-03  0.6280E-02  0.2250E-01  0.2850E-05 -0.7376E-01  0.1988E+00  0.4524E+00 -0.6971E-01  0.9231E+02 -0.4703E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3946E-02  0.9711E-02  0.4729E-08  0.6990E-01  0.1276E-06  0.9608E-02 -0.3627E-02  0.9028E-02 -0.7386E-01  0.1453E+00  0.1940E+00  0.7338E-01
   206  0.7190E+02  0.3280E+01  0.6201E-02  0.2763E-01  0.2888E-05 -0.1085E+00  0.1962E+00  0.6394E+00 -0.1421E+00  0.7846E+02 -0.3894E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5721E-02  0.9711E-02  0.4752E-08  0.8654E-01  0.1236E-06  0.9563E-02  0.5708E-02  0.1069E-01  0.1244E+00 -0.1842E-01  0.3208E+00  0.1234E+00
   207  0.7225E+02 -0.3070E-03  0.6208E-02  0.3108E-01  0.2984E-05 -0.7026E-01  0.1992E+00  0.5893E+00  0.9881E-02  0.7385E+02 -0.3488E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3970E-02  0.9711E-02  0.4773E-08  0.9268E-01  0.1191E-06  0.9541E-02  0.1092E-01  0.1897E-02  0.3912E-01 -0.2049E+00  0.1573E+00  0.8031E-01
   208  0.7260E+02 -0.3281E+01  0.6213E-02  0.3261E-01  0.3024E-05 -0.2425E-01  0.1967E+00  0.6350E+00  0.2188E+00  0.6894E+02 -0.3317E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.1992E-02  0.9711E-02  0.4796E-08  0.8557E-01  0.1231E-06  0.9568E-02  0.9087E-02  0.3069E-02  0.1737E+00 -0.2381E+00 -0.2573E-01  0.4016E-01
   209  0.7295E+02 -0.3126E-03  0.6201E-02  0.3432E-01  0.3093E-05 -0.6861E-01  0.1986E+00  0.3914E+00  0.7409E-01  0.6658E+02 -0.3148E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4149E-02  0.9711E-02  0.4824E-08  0.7833E-01  0.1242E-06  0.9589E-02  0.8502E-02  0.2645E-03  0.1463E+00 -0.6028E-01  0.1057E+00  0.4964E-01
   210  0.7330E+02  0.3280E+01  0.6115E-02  0.3745E-01  0.3155E-05 -0.9754E-01  0.1963E+00  0.5513E+00 -0.2284E+00  0.6327E+02 -0.2927E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5606E-02  0.9711E-02  0.4852E-08  0.9364E-01  0.1194E-06  0.9544E-02  0.5275E-02 -0.1206E-01 -0.5188E-03  0.2995E-01  0.1508E+00  0.1108E+00
   211  0.7365E+02 -0.2950E-03  0.6094E-02  0.3999E-01  0.3235E-05 -0.6734E-01  0.1992E+00  0.6065E+00 -0.1688E+00  0.6270E+02 -0.2764E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4047E-02  0.9711E-02  0.4876E-08  0.1006E+00  0.1136E-06  0.9515E-02 -0.7069E-02 -0.1275E-01  0.1862E-01  0.1051E+00  0.1578E+00  0.1284E+00
   212  0.7400E+02 -0.3281E+01  0.6089E-02  0.3691E-01  0.3247E-05 -0.1262E-01  0.1964E+00  0.7494E+00  0.1597E+00  0.6441E+02 -0.2986E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.1622E-02  0.9711E-02  0.4897E-08  0.8801E-01  0.1242E-06  0.9564E-02 -0.2607E-02 -0.1464E-01 -0.1306E+00  0.1105E+00  0.1434E+00  0.1353E+00
   213  0.7435E+02 -0.3231E-03  0.6100E-02  0.3375E-01  0.3288E-05 -0.6660E-01  0.1988E+00  0.4585E+00  0.2382E+00  0.6910E+02 -0.3247E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4323E-02  0.9711E-02  0.4922E-08  0.7241E-01  0.1314E-06  0.9608E-02 -0.1233E-02 -0.9432E-02 -0.1089E+00 -0.5813E-01  0.1440E+00  0.6549E-01
   214  0.7470E+02  0.3280E+01  0.6079E-02  0.3087E-01  0.3296E-05 -0.9262E-01  0.1965E+00  0.4852E+00 -0.3955E-01  0.7357E+02 -0.3563E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5541E-02  0.9711E-02  0.4950E-08  0.6845E-01  0.1351E-06  0.9618E-02 -0.9838E-02  0.1454E-02 -0.9099E-01 -0.1141E+00  0.4266E-01  0.5283E-01
   215  0.7505E+02 -0.2981E-03  0.6071E-02  0.3096E-01  0.3284E-05 -0.6998E-01  0.1989E+00  0.4927E+00 -0.2203E+00  0.7534E+02 -0.3569E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4229E-02  0.9711E-02  0.4975E-08  0.6821E-01  0.1364E-06  0.9620E-02 -0.3842E-02  0.1282E-01 -0.1115E+00 -0.5674E-01  0.7462E-01  0.1016E+00
   216  0.7540E+02 -0.3281E+01  0.6082E-02  0.3169E-01  0.3305E-05 -0.2008E-01  0.1965E+00  0.7359E+00 -0.9008E-01  0.7301E+02 -0.3499E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.1802E-02  0.9711E-02  0.4995E-08  0.6807E-01  0.1369E-06  0.9620E-02 -0.1011E-01  0.1412E-01  0.2439E-01 -0.3219E-01  0.1859E+00  0.1864E+00
   217  0.7575E+02 -0.3164E-03  0.6106E-02  0.3102E-01  0.3343E-05 -0.7100E-01  0.1991E+00  0.5749E+00  0.1546E+00  0.7536E+02 -0.3569E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4325E-02  0.9711E-02  0.5017E-08  0.6103E-01  0.1380E-06  0.9635E-02 -0.1113E-01  0.7864E-02  0.1103E-02  0.1169E+00  0.2114E+00  0.1251E+00
   218  0.7610E+02  0.3280E+01  0.6094E-02  0.3307E-01  0.3309E-05 -0.1023E+00  0.1963E+00  0.5633E+00  0.1773E+00  0.7036E+02 -0.3360E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5915E-02  0.9711E-02  0.5042E-08  0.6064E-01  0.1386E-06  0.9637E-02  0.1416E-02  0.9642E-02  0.8067E-01  0.2041E+00  0.7947E-01  0.5743E-01
   219  0.7645E+02 -0.3089E-03  0.6056E-02  0.3749E-01  0.3273E-05 -0.7313E-01  0.1987E+00  0.4074E+00 -0.3123E-01  0.6711E+02 -0.3014E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4548E-02  0.9711E-02  0.5067E-08  0.7595E-01  0.1333E-06  0.9601E-02  0.9181E-02 -0.1044E-02  0.1536E+00  0.9072E-01  0.8942E-01  0.5213E-01
   220  0.7680E+02 -0.3281E+01  0.6052E-02  0.3995E-01  0.3290E-05 -0.3670E-01  0.1969E+00  0.6036E+00 -0.2103E+00  0.6360E+02 -0.2841E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.2835E-02  0.9711E-02  0.5086E-08  0.7795E-01  0.1306E-06  0.9594E-02  0.1473E-01 -0.1298E-02  0.3771E-01  0.4529E-01  0.1190E+00  0.1355E+00
   221  0.7715E+02 -0.3072E-03  0.6056E-02  0.4002E-01  0.3304E-05 -0.7220E-01  0.1992E+00  0.6068E+00 -0.8849E-01  0.6484E+02 -0.2844E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4515E-02  0.9711E-02  0.5106E-08  0.7522E-01  0.1300E-06  0.9599E-02  0.1558E-01  0.3120E-02  0.7615E-01 -0.9955E-01  0.1655E+00  0.1535E+00
   222  0.7750E+02  0.3280E+01  0.6047E-02  0.4259E-01  0.3322E-05 -0.1119E+00  0.1959E+00  0.7017E+00  0.1838E+00  0.6193E+02 -0.2703E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.6763E-02  0.9711E-02  0.5131E-08  0.8539E-01  0.1251E-06  0.9569E-02  0.1274E-01 -0.1009E-01 -0.1329E-01 -0.2405E+00  0.1036E+00  0.1517E+00
   223  0.7785E+02 -0.3021E-03  0.6008E-02  0.4548E-01  0.3338E-05 -0.6626E-01  0.1987E+00  0.4344E+00  0.1752E+00  0.6258E+02 -0.2568E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4882E-02  0.9711E-02  0.5157E-08  0.1038E+00  0.1171E-06  0.9507E-02 -0.2487E-02 -0.1214E-01 -0.1147E+00 -0.1484E+00  0.1577E+00  0.1014E+00
   224  0.7820E+02 -0.3281E+01  0.6001E-02  0.4632E-01  0.3351E-05 -0.4143E-01  0.1972E+00  0.5027E+00 -0.1220E+00  0.6167E+02 -0.2533E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3808E-02  0.9711E-02  0.5177E-08  0.1067E+00  0.1165E-06  0.9498E-02 -0.4881E-02 -0.1186E-01 -0.1862E-02 -0.8721E-01  0.1820E+00  0.1117E+00
   225  0.7855E+02 -0.3170E-03  0.6003E-02  0.4577E-01  0.3352E-05 -0.6440E-01  0.1991E+00  0.5524E+00 -0.2336E+00  0.6324E+02 -0.2572E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5013E-02  0.9711E-02  0.5195E-08  0.1033E+00  0.1180E-06  0.9509E-02 -0.6405E-02 -0.1272E-01 -0.5237E-01  0.6235E-01  0.5757E-01  0.1157E+00
   226  0.7890E+02  0.3280E+01  0.6065E-02  0.4247E-01  0.3485E-05 -0.1163E+00  0.1955E+00  0.7539E+00  0.6638E-01  0.6707E+02 -0.2806E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.7789E-02  0.9711E-02  0.5222E-08  0.1094E+00  0.1176E-06  0.9479E-02 -0.1851E-01 -0.9615E-03 -0.1549E-02  0.1920E+00  0.9097E-02  0.1803E+00
   227  0.7925E+02 -0.2946E-03  0.6154E-02  0.3802E-01  0.3628E-05 -0.5786E-01  0.1989E+00  0.4833E+00  0.2081E+00  0.7616E+02 -0.3162E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5047E-02  0.9711E-02  0.5251E-08  0.1063E+00  0.1210E-06  0.9485E-02 -0.9897E-02  0.1415E-01  0.3294E-01  0.1384E+00  0.1795E+00  0.1813E+00
   228  0.7960E+02 -0.3281E+01  0.6115E-02  0.3768E-01  0.3593E-05 -0.3089E-01  0.1971E+00  0.5001E+00 -0.1856E-01  0.7599E+02 -0.3200E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3746E-02  0.9711E-02  0.5273E-08  0.1062E+00  0.1256E-06  0.9495E-02 -0.1078E-01  0.1294E-01 -0.1020E+00  0.6953E-01  0.2199E+00  0.1856E+00
   229  0.7995E+02 -0.3227E-03  0.6126E-02  0.3898E-01  0.3614E-05 -0.5713E-01  0.1989E+00  0.4993E+00 -0.1968E+00  0.7590E+02 -0.3110E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5201E-02  0.9711E-02  0.5291E-08  0.1106E+00  0.1233E-06  0.9477E-02 -0.8311E-02  0.1113E-01 -0.4949E-01 -0.7345E-01  0.1283E+00  0.1150E+00
   230  0.8030E+02  0.3281E+01  0.6183E-02  0.3008E-01  0.3649E-05 -0.1153E+00  0.1956E+00  0.7191E+00 -0.1280E-01  0.8967E+02 -0.4006E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.7949E-02  0.9711E-02  0.5319E-08  0.8437E-01  0.1360E-06  0.9565E-02  0.9634E-02  0.1232E-01 -0.7524E-01 -0.1015E+00 -0.4844E-01  0.1232E+00
   231  0.8065E+02 -0.3052E-03  0.6261E-02  0.2517E-01  0.3693E-05 -0.6292E-01  0.1989E+00  0.5094E+00  0.1620E+00  0.1031E+03 -0.4709E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5072E-02  0.9711E-02  0.5349E-08  0.5789E-01  0.1413E-06  0.9634E-02  0.1540E-01 -0.3541E-02  0.4993E-02 -0.4537E-01  0.6455E-01  0.1419E+00
   232  0.8100E+02 -0.3281E+01  0.6220E-02  0.2576E-01  0.3661E-05 -0.3832E-01  0.1970E+00  0.5325E+00  0.3535E-01  0.1015E+03 -0.4643E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3672E-02  0.9711E-02  0.5372E-08  0.6327E-01  0.1431E-06  0.9622E-02  0.1752E-01 -0.1741E-02  0.1523E+00  0.1512E-01  0.1915E+00  0.1858E+00
   233  0.8135E+02 -0.3122E-03  0.6179E-02  0.2906E-01  0.3622E-05 -0.6505E-01  0.1989E+00  0.4723E+00 -0.1238E+00  0.9518E+02 -0.4171E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4954E-02  0.9711E-02  0.5394E-08  0.7524E-01  0.1426E-06  0.9594E-02  0.1515E-01  0.6266E-03  0.1244E+00  0.1233E+00  0.1997E+00  0.1471E+00
   234  0.8170E+02  0.3280E+01  0.6186E-02  0.2685E-01  0.3606E-05 -0.1130E+00  0.1958E+00  0.6772E+00 -0.7840E-01  0.9862E+02 -0.4495E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.7191E-02  0.9711E-02  0.5419E-08  0.6414E-01  0.1444E-06  0.9621E-02  0.6464E-02 -0.1217E-01  0.1811E+00  0.4107E-01  0.1121E+00  0.1179E+00
   235  0.8205E+02 -0.3102E-03  0.6196E-02  0.2455E-01  0.3575E-05 -0.7200E-01  0.1991E+00  0.5518E+00  0.8995E-01  0.1066E+03 -0.4864E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4962E-02  0.9711E-02  0.5444E-08  0.4887E-01  0.1457E-06  0.9654E-02 -0.7838E-02 -0.8586E-02  0.4589E-01 -0.6035E-01  0.1578E-01  0.7639E-01
   236  0.8240E+02 -0.3281E+01  0.6230E-02  0.2732E-01  0.3623E-05 -0.3911E-01  0.1969E+00  0.5781E+00  0.1253E+00  0.9915E+02 -0.4451E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3346E-02  0.9711E-02  0.5467E-08  0.6175E-01  0.1433E-06  0.9624E-02 -0.9480E-02 -0.9631E-02 -0.7326E-01 -0.8455E-01  0.4353E-01  0.9705E-01
   237  0.8275E+02 -0.3110E-03  0.6244E-02  0.3059E-01  0.3649E-05 -0.7210E-01  0.1987E+00  0.4299E+00 -0.4547E-01  0.9345E+02 -0.4025E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4764E-02  0.9711E-02  0.5491E-08  0.7166E-01  0.1422E-06  0.9600E-02 -0.8736E-02 -0.1098E-01 -0.1007E+00 -0.1463E+00  0.1936E+00  0.1267E+00
   238  0.8310E+02  0.3280E+01  0.6197E-02  0.3227E-01  0.3637E-05 -0.1187E+00  0.1960E+00  0.6219E+00 -0.1561E+00  0.8844E+02 -0.3836E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.7018E-02  0.9711E-02  0.5514E-08  0.7477E-01  0.1430E-06  0.9593E-02 -0.1527E-01  0.7888E-03 -0.2326E+00 -0.4086E-01  0.2321E+00  0.1592E+00
   239  0.8345E+02 -0.2995E-03  0.6281E-02  0.3193E-01  0.3720E-05 -0.7346E-01  0.1991E+00  0.5758E+00 -0.2945E-01  0.9093E+02 -0.3874E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4741E-02  0.9711E-02  0.5536E-08  0.6723E-01  0.1404E-06  0.9608E-02 -0.6436E-02  0.1065E-01 -0.1275E+00  0.1181E+00  0.1178E+00  0.9829E-01
   240  0.8380E+02 -0.3281E+01  0.6248E-02  0.3567E-01  0.3707E-05 -0.2379E-01  0.1967E+00  0.6596E+00  0.1696E+00  0.8272E+02 -0.3497E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.2475E-02  0.9711E-02  0.5559E-08  0.7534E-01  0.1414E-06  0.9591E-02 -0.5866E-02  0.9531E-02 -0.7253E-01  0.1081E+00  0.8180E-02  0.6582E-01
   241  0.8415E+02 -0.3234E-03  0.6227E-02  0.3804E-01  0.3727E-05 -0.7346E-01  0.1987E+00  0.4206E+00  0.1124E+00  0.7945E+02 -0.3281E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4750E-02  0.9711E-02  0.5584E-08  0.7308E-01  0.1433E-06  0.9600E-02 -0.4130E-02  0.9651E-02 -0.4007E-02  0.1011E+00  0.1010E+00  0.7032E-01
   242  0.8450E+02  0.3280E+01  0.6158E-02  0.4178E-01  0.3722E-05 -0.1035E+00  0.1963E+00  0.5361E+00 -0.1552E+00  0.7344E+02 -0.3007E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.6208E-02  0.9711E-02  0.5609E-08  0.8000E-01  0.1430E-06  0.9585E-02  0.9147E-02  0.1049E-01  0.1649E+00  0.4194E-01  0.1628E+00  0.1248E+00
   243  0.8485E+02 -0.2993E-03  0.6157E-02  0.4330E-01  0.3764E-05 -0.7290E-01  0.1991E+00  0.5634E+00 -0.1657E+00  0.7345E+02 -0.2914E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4573E-02  0.9711E-02  0.5631E-08  0.8060E-01  0.1417E-06  0.9583E-02  0.1463E-01 -0.1169E-02  0.1496E+00 -0.1087E+00  0.1377E+00  0.1326E+00
   244  0.8520E+02 -0.3281E+01  0.6176E-02  0.3962E-01  0.3822E-05 -0.2003E-01  0.1965E+00  0.7283E+00  0.8831E-01  0.7627E+02 -0.3171E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.2225E-02  0.9711E-02  0.5653E-08  0.6893E-01  0.1492E-06  0.9616E-02  0.1465E-01  0.2250E-02  0.1897E+00 -0.7172E-01  0.1518E+00  0.1329E+00
   245  0.8555E+02 -0.3218E-03  0.6200E-02  0.3334E-01  0.3894E-05 -0.6965E-01  0.1989E+00  0.4799E+00  0.1958E+00  0.8654E+02 -0.3713E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4688E-02  0.9711E-02  0.5679E-08  0.4883E-01  0.1593E-06  0.9661E-02  0.1127E-01  0.2233E-02  0.1109E+00  0.1403E-01  0.1150E+00  0.8775E-01
   246  0.8590E+02  0.3281E+01  0.6180E-02  0.3542E-01  0.3951E-05 -0.8987E-01  0.1964E+00  0.5079E+00 -0.2115E-02  0.8266E+02 -0.3536E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5895E-02  0.9711E-02  0.5707E-08  0.5568E-01  0.1587E-06  0.9648E-02  0.5489E-02 -0.1073E-01 -0.5259E-02  0.1129E-01  0.1390E-01  0.7843E-01
