 #VirtualDetector/det-1                                                          
  output from Ecalc9 version 2 
  settings: 
    particle type:            0
    pzmin/pzmax:    0.0000000000000000      /   0.0000000000000000     
    transverse cuts:    0.0000000000000000        0.0000000000000000     
    longitudinal cut:    0.0000000000000000     
    RF frequency (MHz):    0.0000000000000000     
    sigma cut:    0.0000000000000000     
    subtract out amplitude correlation

regn #   Z           Bz          eperp       elong       e6D         Ldim        Pzavg       beta        alpha       betaL       alphaL      n0          n1          n2          Lcan(eVs)   sigmaE      sigmaT      corrE       corrT       sigmaE_c    xavg        yavg        Dx          Dy          Dr          Dr2
    58  0.2010E+02  0.3281E+01  0.6677E-02  0.1301E-01  0.9204E-06 -0.1311E+00  0.1957E+00  0.6012E+00 -0.6162E-01  0.1318E+02 -0.2204E+01  0.9900E+02  0.9900E+02  0.9900E+02 -0.7841E-02  0.9667E-02  0.1368E-08  0.3039E-01  0.2411E-07  0.9622E-02 -0.8675E-02  0.3818E-02 -0.1510E+00 -0.9002E-01  0.2063E+00  0.7119E-01
    59  0.2045E+02 -0.3074E-03  0.6793E-02  0.1390E-01  0.9861E-06 -0.9361E-01  0.1988E+00  0.5286E+00 -0.7893E-01  0.1301E+02 -0.2076E+01  0.9900E+02  0.9900E+02  0.9900E+02 -0.5678E-02  0.9667E-02  0.1396E-08  0.2301E-01  0.2301E-07  0.9637E-02 -0.9775E-04  0.1242E-01 -0.1199E+00  0.2490E+00  0.2357E+00  0.1137E+00
    60  0.2080E+02 -0.3281E+01  0.6599E-02  0.1180E-01  0.9647E-06 -0.2730E-01  0.1962E+00  0.7099E+00  0.7422E-01  0.1542E+02 -0.2552E+01  0.9900E+02  0.9900E+02  0.9900E+02 -0.2230E-02  0.9667E-02  0.1427E-08  0.3864E-01  0.2855E-07  0.9607E-02 -0.4511E-02  0.1564E-01 -0.2664E+00  0.3552E+00  0.1851E+00  0.1594E+00
    61  0.2115E+02 -0.3112E-03  0.6416E-02  0.1059E-01  0.9517E-06 -0.9656E-01  0.1987E+00  0.4641E+00  0.2270E+00  0.1860E+02 -0.2965E+01  0.9900E+02  0.9900E+02  0.9900E+02 -0.5458E-02  0.9667E-02  0.1454E-08  0.6364E-01  0.3392E-07  0.9554E-02 -0.8734E-02  0.1278E-01 -0.3067E+00  0.1978E+00  0.1200E+00  0.1455E+00
    62  0.2150E+02  0.3280E+01  0.6396E-02  0.1136E-01  0.9777E-06 -0.1170E+00  0.1962E+00  0.4777E+00 -0.5751E-01  0.1792E+02 -0.2816E+01  0.9900E+02  0.9900E+02  0.9900E+02 -0.6764E-02  0.9667E-02  0.1475E-08  0.6878E-01  0.3398E-07  0.9539E-02  0.2976E-02  0.1348E-01 -0.6934E-02  0.2250E+00  0.1731E+00  0.1267E+00
    63  0.2185E+02 -0.3071E-03  0.6415E-02  0.1147E-01  0.1016E-05 -0.9409E-01  0.1988E+00  0.5202E+00 -0.2755E+00  0.1872E+02 -0.2838E+01  0.9900E+02  0.9900E+02  0.9900E+02 -0.5745E-02  0.9667E-02  0.1497E-08  0.7080E-01  0.3430E-07  0.9531E-02  0.9265E-02  0.2150E-02  0.1156E+00 -0.6073E-01  0.1847E+00  0.6677E-01
    64  0.2220E+02 -0.3281E+01  0.6377E-02  0.1141E-01  0.1035E-05 -0.1484E-01  0.1961E+00  0.7956E+00  0.5971E-02  0.1936E+02 -0.2923E+01  0.9900E+02  0.9900E+02  0.9900E+02 -0.2117E-02  0.9667E-02  0.1525E-08  0.8294E-01  0.3683E-07  0.9504E-02  0.9562E-02 -0.6732E-03  0.2675E+00 -0.1974E+00  0.1620E+00  0.6378E-01
    65  0.2255E+02 -0.3136E-03  0.6422E-02  0.1161E-01  0.1085E-05 -0.9219E-01  0.1988E+00  0.5118E+00  0.2799E+00  0.1969E+02 -0.2900E+01  0.9900E+02  0.9900E+02  0.9900E+02 -0.5706E-02  0.9667E-02  0.1554E-08  0.7425E-01  0.3789E-07  0.9531E-02  0.1282E-01 -0.3207E-02  0.3379E+00 -0.7827E-01  0.2197E+00  0.1216E+00
    66  0.2290E+02  0.3280E+01  0.6365E-02  0.1180E-01  0.1114E-05 -0.1137E+00  0.1961E+00  0.4737E+00  0.4858E-01  0.1980E+02 -0.2908E+01  0.9900E+02  0.9900E+02  0.9900E+02 -0.6981E-02  0.9667E-02  0.1578E-08  0.8006E-01  0.3866E-07  0.9515E-02  0.8621E-02 -0.1742E-01  0.1592E+00 -0.2179E+00  0.1742E+00  0.2321E+00
    67  0.2325E+02 -0.2951E-03  0.6356E-02  0.1225E-01  0.1148E-05 -0.8778E-01  0.1988E+00  0.4644E+00 -0.2200E+00  0.2024E+02 -0.2848E+01  0.9900E+02  0.9900E+02  0.9900E+02 -0.5598E-02  0.9667E-02  0.1600E-08  0.8229E-01  0.3811E-07  0.9502E-02 -0.6058E-02 -0.1759E-01 -0.1725E-01 -0.9631E-01  0.1075E+00  0.1965E+00
    68  0.2360E+02 -0.3281E+01  0.6515E-02  0.1085E-01  0.1211E-05 -0.1889E-01  0.1962E+00  0.7034E+00 -0.6431E-01  0.2152E+02 -0.3207E+01  0.9900E+02  0.9900E+02  0.9900E+02 -0.2375E-02  0.9667E-02  0.1627E-08  0.5735E-01  0.3766E-07  0.9566E-02 -0.1637E-03 -0.1589E-01 -0.1330E+00  0.1956E-01  0.1091E+00  0.1459E+00
    69  0.2395E+02 -0.3234E-03  0.6703E-02  0.1231E-01  0.1287E-05 -0.8678E-01  0.1987E+00  0.5177E+00  0.8385E-01  0.1926E+02 -0.2799E+01  0.9900E+02  0.9900E+02  0.9900E+02 -0.5978E-02  0.9667E-02  0.1660E-08  0.3509E-01  0.3417E-07  0.9615E-02 -0.2380E-02 -0.6997E-02 -0.2059E+00 -0.5304E-01  0.2536E+00  0.5794E-01
    70  0.2430E+02  0.3280E+01  0.6545E-02  0.1248E-01  0.1284E-05 -0.1261E+00  0.1957E+00  0.6006E+00  0.4217E-01  0.1969E+02 -0.2842E+01  0.9900E+02  0.9900E+02  0.9900E+02 -0.7684E-02  0.9667E-02  0.1693E-08  0.4296E-01  0.3567E-07  0.9595E-02 -0.1213E-01  0.7315E-02 -0.2067E+00  0.6837E-01  0.1751E+00  0.1312E+00
    71  0.2465E+02 -0.2984E-03  0.6354E-02  0.1240E-01  0.1237E-05 -0.9632E-01  0.1988E+00  0.4834E+00  0.4724E-01  0.2183E+02 -0.2965E+01  0.9900E+02  0.9900E+02  0.9900E+02 -0.5477E-02  0.9667E-02  0.1718E-08  0.6238E-01  0.3854E-07  0.9544E-02 -0.4079E-02  0.1967E-01 -0.1170E+00  0.1406E+00  0.1260E+00  0.2295E+00
    72  0.2500E+02 -0.3281E+01  0.6484E-02  0.1440E-01  0.1294E-05 -0.5447E-01  0.1965E+00  0.5582E+00 -0.4460E-02  0.1883E+02 -0.2540E+01  0.9900E+02  0.9900E+02  0.9900E+02 -0.3197E-02  0.9667E-02  0.1741E-08  0.4639E-01  0.3497E-07  0.9581E-02 -0.1456E-01  0.1848E-01 -0.7306E-01  0.8100E-01  0.1068E+00  0.3165E+00
    73  0.2535E+02 -0.3164E-03  0.6554E-02  0.1524E-01  0.1345E-05 -0.9547E-01  0.1987E+00  0.4903E+00 -0.1358E+00  0.1848E+02 -0.2414E+01  0.9900E+02  0.9900E+02  0.9900E+02 -0.5635E-02  0.9667E-02  0.1770E-08  0.3970E-01  0.3402E-07  0.9597E-02 -0.1373E-01  0.7008E-02 -0.1257E-01  0.1060E+00  0.1678E+00  0.1510E+00
    74  0.2570E+02  0.3280E+01  0.6381E-02  0.1373E-01  0.1299E-05 -0.1645E+00  0.1954E+00  0.7234E+00 -0.3164E-01  0.2077E+02 -0.2768E+01  0.9900E+02  0.9900E+02  0.9900E+02 -0.8852E-02  0.9667E-02  0.1803E-08  0.5477E-01  0.3974E-07  0.9565E-02  0.9681E-03  0.6674E-02  0.1319E+00  0.1000E+00  0.1823E+00  0.4200E-01
    75  0.2605E+02 -0.3087E-03  0.6336E-02  0.1434E-01  0.1276E-05 -0.9923E-01  0.1988E+00  0.5182E+00  0.1972E+00  0.2179E+02 -0.2724E+01  0.9900E+02  0.9900E+02  0.9900E+02 -0.5816E-02  0.9667E-02  0.1832E-08  0.7039E-01  0.4268E-07  0.9527E-02  0.9320E-02 -0.5876E-02  0.1796E+00 -0.7224E-01  0.2022E+00  0.8741E-01
    76  0.2640E+02 -0.3281E+01  0.6322E-02  0.1426E-01  0.1302E-05 -0.6496E-01  0.1969E+00  0.5149E+00  0.6067E-01  0.2205E+02 -0.2772E+01  0.9900E+02  0.9900E+02  0.9900E+02 -0.3888E-02  0.9667E-02  0.1852E-08  0.7114E-01  0.4351E-07  0.9526E-02  0.2001E-01 -0.5834E-02  0.1980E+00 -0.6698E-01  0.1696E+00  0.2614E+00
    77  0.2675E+02 -0.3075E-03  0.6339E-02  0.1376E-01  0.1336E-05 -0.9524E-01  0.1988E+00  0.4592E+00 -0.1545E+00  0.2327E+02 -0.2898E+01  0.9900E+02  0.9900E+02  0.9900E+02 -0.5548E-02  0.9667E-02  0.1873E-08  0.6686E-01  0.4427E-07  0.9539E-02  0.2149E-01  0.3188E-02  0.1716E+00 -0.6649E-01  0.8812E-01  0.2702E+00
    78  0.2710E+02  0.3280E+01  0.6315E-02  0.1291E-01  0.1334E-05 -0.1527E+00  0.1954E+00  0.6862E+00 -0.6589E-01  0.2500E+02 -0.3159E+01  0.9900E+02  0.9900E+02  0.9900E+02 -0.9172E-02  0.9667E-02  0.1903E-08  0.7611E-01  0.4732E-07  0.9517E-02  0.1673E-01 -0.1125E-01  0.9410E-02 -0.1827E+00  0.9520E-01  0.2308E+00
    79  0.2745E+02 -0.3015E-03  0.6344E-02  0.1278E-01  0.1363E-05 -0.7521E-01  0.1988E+00  0.5138E+00  0.1028E+00  0.2659E+02 -0.3240E+01  0.9900E+02  0.9900E+02  0.9900E+02 -0.6130E-02  0.9667E-02  0.1933E-08  0.7520E-01  0.4738E-07  0.9515E-02 -0.2295E-02 -0.1146E-01 -0.1358E+00 -0.3709E-01  0.2242E+00  0.1016E+00
    80  0.2780E+02 -0.3281E+01  0.6320E-02  0.1242E-01  0.1384E-05 -0.4267E-01  0.1969E+00  0.5646E+00  0.2921E-01  0.2760E+02 -0.3382E+01  0.9900E+02  0.9900E+02  0.9900E+02 -0.4547E-02  0.9667E-02  0.1954E-08  0.7859E-01  0.4883E-07  0.9508E-02 -0.9305E-02 -0.8964E-02 -0.1819E+00 -0.4538E-02  0.2674E+00  0.1243E+00
    81  0.2815E+02 -0.3171E-03  0.6327E-02  0.1142E-01  0.1413E-05 -0.7372E-01  0.1988E+00  0.4857E+00 -0.6037E-01  0.3021E+02 -0.3696E+01  0.9900E+02  0.9900E+02  0.9900E+02 -0.5960E-02  0.9667E-02  0.1973E-08  0.7215E-01  0.4998E-07  0.9529E-02 -0.1399E-01 -0.1280E-01 -0.1976E+00 -0.9844E-02  0.7163E-01  0.2060E+00
    82  0.2850E+02  0.3280E+01  0.6284E-02  0.1173E-01  0.1424E-05 -0.1257E+00  0.1953E+00  0.6254E+00  0.6561E-01  0.2963E+02 -0.3654E+01  0.9900E+02  0.9900E+02  0.9900E+02 -0.9351E-02  0.9667E-02  0.2004E-08  0.7301E-01  0.5052E-07  0.9524E-02 -0.2599E-01  0.3319E-02 -0.1097E+00  0.1537E+00  0.3036E-01  0.3735E+00
    83  0.2885E+02 -0.2944E-03  0.6375E-02  0.1423E-01  0.1496E-05 -0.5011E-01  0.1986E+00  0.4342E+00  0.1587E-02  0.2558E+02 -0.3008E+01  0.9900E+02  0.9900E+02  0.9900E+02 -0.5724E-02  0.9667E-02  0.2041E-08  0.5776E-01  0.4778E-07  0.9561E-02 -0.1099E-01  0.1857E-01  0.2434E-01  0.8052E-01  0.1714E+00  0.2770E+00
    84  0.2920E+02 -0.3281E+01  0.6300E-02  0.1439E-01  0.1499E-05 -0.1268E-01  0.1966E+00  0.6095E+00 -0.1615E+00  0.2598E+02 -0.3032E+01  0.9900E+02  0.9900E+02  0.9900E+02 -0.3813E-02  0.9667E-02  0.2067E-08  0.6552E-01  0.4967E-07  0.9541E-02 -0.9017E-02  0.1381E-01  0.6457E-01  0.1878E-01  0.2021E+00  0.1784E+00
    85  0.2955E+02 -0.3222E-03  0.6217E-02  0.1446E-01  0.1491E-05 -0.5298E-01  0.1990E+00  0.5904E+00 -0.3337E-01  0.2743E+02 -0.3078E+01  0.9900E+02  0.9900E+02  0.9900E+02 -0.5668E-02  0.9667E-02  0.2087E-08  0.7742E-01  0.5248E-07  0.9514E-02 -0.2014E-02  0.1207E-01  0.1167E+00  0.2453E-01  0.1351E+00  0.9134E-01
    86  0.2990E+02  0.3281E+01  0.6311E-02  0.1595E-01  0.1501E-05 -0.1026E+00  0.1955E+00  0.6348E+00  0.2232E+00  0.2349E+02 -0.2735E+01  0.9900E+02  0.9900E+02  0.9900E+02 -0.8110E-02  0.9667E-02  0.2118E-08  0.4651E-01  0.4853E-07  0.9592E-02  0.1858E-01  0.6825E-02  0.9645E-01 -0.7518E-01  0.4347E-01  0.2167E+00
    87  0.3025E+02 -0.3044E-03  0.6453E-02  0.1837E-01  0.1546E-05 -0.5006E-01  0.1984E+00  0.3977E+00  0.4293E-02  0.2102E+02 -0.2345E+01  0.9900E+02  0.9900E+02  0.9900E+02 -0.4860E-02  0.9667E-02  0.2158E-08  0.2806E-01  0.4351E-07  0.9630E-02  0.1774E-01 -0.1214E-01  0.6435E-01 -0.3494E-01  0.1486E+00  0.2690E+00
    88  0.3060E+02 -0.3281E+01  0.6310E-02  0.1652E-01  0.1523E-05  0.1946E-01  0.1962E+00  0.6281E+00 -0.1570E+00  0.2354E+02 -0.2682E+01  0.9900E+02  0.9900E+02  0.9900E+02 -0.9667E-03  0.9667E-02  0.2196E-08  0.3631E-01  0.4789E-07  0.9613E-02  0.2040E-01 -0.7063E-02  0.4556E-01  0.5212E-01  0.8844E-01  0.2615E+00
    89  0.3095E+02 -0.3114E-03  0.6417E-02  0.1879E-01  0.1553E-05 -0.6433E-01  0.1989E+00  0.5257E+00 -0.1042E-01  0.2225E+02 -0.2383E+01  0.9900E+02  0.9900E+02  0.9900E+02 -0.4366E-02  0.9667E-02  0.2227E-08  0.3369E-01  0.4375E-07  0.9612E-02  0.1413E-01 -0.2291E-03 -0.1864E-01  0.2117E-01  0.1090E+00  0.1198E+00
    90  0.3130E+02  0.3280E+01  0.6394E-02  0.1683E-01  0.1515E-05 -0.1025E+00  0.1959E+00  0.6298E+00  0.2071E-01  0.2372E+02 -0.2672E+01  0.9900E+02  0.9900E+02  0.9900E+02 -0.6134E-02  0.9667E-02  0.2255E-08  0.3026E-01  0.4690E-07  0.9624E-02  0.7329E-03 -0.7042E-02 -0.1310E-01 -0.5617E-03  0.1647E+00  0.4886E-01
    91  0.3165E+02 -0.3097E-03  0.6430E-02  0.1532E-01  0.1512E-05 -0.6831E-01  0.1988E+00  0.5081E+00  0.1230E-01  0.2630E+02 -0.2954E+01  0.9900E+02  0.9900E+02  0.9900E+02 -0.4244E-02  0.9667E-02  0.2283E-08  0.2695E-01  0.4849E-07  0.9633E-02 -0.1001E-01  0.1615E-02 -0.6457E-01 -0.4915E-01  0.1477E+00  0.7181E-01
    92  0.3200E+02 -0.3281E+01  0.6552E-02  0.1843E-01  0.1602E-05 -0.1041E-01  0.1963E+00  0.5847E+00  0.1398E+00  0.2228E+02 -0.2449E+01  0.9900E+02  0.9900E+02  0.9900E+02 -0.6983E-03  0.9667E-02  0.2317E-08  0.1966E-01  0.4412E-07  0.9645E-02 -0.1749E-01 -0.1365E-02 -0.3986E-01 -0.1198E+00  0.3863E-01  0.1646E+00
    93  0.3235E+02 -0.3106E-03  0.6643E-02  0.2268E-01  0.1696E-05 -0.8360E-01  0.1984E+00  0.4188E+00 -0.1389E+00  0.1960E+02 -0.1983E+01  0.9900E+02  0.9900E+02  0.9900E+02 -0.3436E-02  0.9667E-02  0.2361E-08  0.1290E-01  0.3742E-07  0.9654E-02 -0.1342E-01 -0.1174E-01 -0.1818E-01 -0.5590E-01  0.8445E-01  0.1820E+00
    94  0.3270E+02  0.3280E+01  0.5978E-02  0.1355E-01  0.1182E-05 -0.1099E+00  0.1963E+00  0.6435E+00 -0.1016E+00  0.3241E+02 -0.3547E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4998E-02  0.9711E-02  0.2132E-08  0.9001E-01  0.5564E-07  0.9554E-02 -0.1293E-01 -0.8819E-03 -0.7380E-01  0.7184E-02  0.1852E+00  0.1164E+00
    95  0.3305E+02 -0.2989E-03  0.6038E-02  0.1324E-01  0.1209E-05 -0.7492E-01  0.1991E+00  0.5586E+00  0.1064E-01  0.3406E+02 -0.3654E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3379E-02  0.9711E-02  0.2155E-08  0.8211E-01  0.5540E-07  0.9571E-02 -0.2705E-02  0.2297E-02 -0.2978E-01  0.9183E-01  0.1808E+00  0.2943E-01
    96  0.3340E+02 -0.3281E+01  0.6024E-02  0.1489E-01  0.1239E-05 -0.3487E-01  0.1969E+00  0.6286E+00  0.1406E+00  0.3126E+02 -0.3295E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.1526E-02  0.9711E-02  0.2178E-08  0.8896E-01  0.5458E-07  0.9551E-02  0.5304E-02  0.2337E-02 -0.6621E-01  0.1044E+00  0.1202E+00  0.2595E-01
    97  0.3375E+02 -0.3230E-03  0.6032E-02  0.1594E-01  0.1272E-05 -0.7687E-01  0.1988E+00  0.4303E+00  0.6136E-01  0.3037E+02 -0.3102E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3032E-02  0.9711E-02  0.2201E-08  0.8712E-01  0.5470E-07  0.9556E-02  0.5208E-02  0.9663E-02 -0.2398E-01  0.4434E-01  0.8509E-01  0.7340E-01
    98  0.3410E+02  0.3280E+01  0.6031E-02  0.1735E-01  0.1315E-05 -0.1086E+00  0.1965E+00  0.5532E+00 -0.1244E+00  0.2875E+02 -0.2889E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4253E-02  0.9711E-02  0.2224E-08  0.9397E-01  0.5308E-07  0.9532E-02  0.1179E-01  0.8667E-02  0.7047E-01  0.1323E-02  0.1041E+00  0.1278E+00
    99  0.3445E+02 -0.2991E-03  0.6062E-02  0.1800E-01  0.1366E-05 -0.7856E-01  0.1991E+00  0.5472E+00 -0.1378E+00  0.2891E+02 -0.2810E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.2648E-02  0.9711E-02  0.2246E-08  0.9010E-01  0.5175E-07  0.9536E-02  0.1241E-01  0.3255E-02  0.7810E-01 -0.7118E-01  0.1402E+00  0.1045E+00
   100  0.3480E+02 -0.3281E+01  0.6063E-02  0.1658E-01  0.1406E-05 -0.2283E-01  0.1966E+00  0.7043E+00  0.7260E-01  0.3029E+02 -0.3063E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5171E-03  0.9711E-02  0.2269E-08  0.8034E-01  0.5514E-07  0.9571E-02  0.4633E-02  0.8644E-02  0.1451E+00 -0.3185E-01  0.1793E+00  0.7282E-01
   101  0.3515E+02 -0.3210E-03  0.6117E-02  0.1456E-01  0.1469E-05 -0.7274E-01  0.1989E+00  0.4803E+00  0.1524E+00  0.3386E+02 -0.3482E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3080E-02  0.9711E-02  0.2294E-08  0.6277E-01  0.5771E-07  0.9618E-02 -0.6480E-03  0.2594E-02  0.5771E-01  0.4970E-01  0.1855E+00  0.2338E-01
   102  0.3550E+02  0.3281E+01  0.6065E-02  0.1442E-01  0.1516E-05 -0.1032E+00  0.1966E+00  0.5356E+00  0.5318E-02  0.3472E+02 -0.3576E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4360E-02  0.9711E-02  0.2322E-08  0.6936E-01  0.5990E-07  0.9605E-02 -0.2013E-02 -0.5327E-02 -0.1202E-02  0.5456E-01  0.2854E-01  0.1673E-01
   103  0.3585E+02 -0.3112E-03  0.6020E-02  0.1606E-01  0.1549E-05 -0.7192E-01  0.1989E+00  0.4747E+00 -0.9988E-01  0.3339E+02 -0.3262E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.2749E-02  0.9711E-02  0.2346E-08  0.7859E-01  0.5969E-07  0.9582E-02 -0.9144E-02 -0.8650E-02 -0.3274E-01  0.3243E-01  0.4461E-01  0.8555E-01
   104  0.3620E+02 -0.3281E+01  0.6044E-02  0.1309E-01  0.1576E-05 -0.2933E-01  0.1967E+00  0.6539E+00 -0.8728E-01  0.3872E+02 -0.3998E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.9581E-03  0.9711E-02  0.2366E-08  0.6467E-01  0.6337E-07  0.9620E-02 -0.2944E-02 -0.1715E-01 -0.1205E+00 -0.5598E-01  0.1928E+00  0.1869E+00
   105  0.3655E+02 -0.3107E-03  0.6058E-02  0.1129E-01  0.1598E-05 -0.6443E-01  0.1991E+00  0.5546E+00  0.3298E-01  0.4442E+02 -0.4616E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3098E-02  0.9711E-02  0.2388E-08  0.5174E-01  0.6565E-07  0.9650E-02  0.5024E-02 -0.1369E-01 -0.2942E-01 -0.1589E+00  0.2246E+00  0.1460E+00
   106  0.3690E+02  0.3280E+01  0.5972E-02  0.1285E-01  0.1592E-05 -0.1080E+00  0.1963E+00  0.6319E+00  0.1358E+00  0.4050E+02 -0.4143E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5327E-02  0.9711E-02  0.2417E-08  0.6355E-01  0.6782E-07  0.9628E-02 -0.3858E-02 -0.8378E-02 -0.8397E-01 -0.1674E+00  0.1289E+00  0.5454E-01
   107  0.3725E+02 -0.3078E-03  0.5866E-02  0.1652E-01  0.1550E-05 -0.6833E-01  0.1988E+00  0.4351E+00  0.9494E-01  0.3473E+02 -0.3289E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3626E-02  0.9711E-02  0.2442E-08  0.8008E-01  0.6751E-07  0.9594E-02 -0.2425E-02  0.3861E-02 -0.7547E-01 -0.2260E-01  0.2784E-01  0.1190E-01
   108  0.3760E+02 -0.3281E+01  0.5890E-02  0.1696E-01  0.1571E-05 -0.4413E-01  0.1971E+00  0.5398E+00 -0.1376E+00  0.3426E+02 -0.3235E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.2560E-02  0.9711E-02  0.2460E-08  0.8329E-01  0.6737E-07  0.9585E-02 -0.5024E-02  0.1175E-01  0.2429E-01  0.8728E-01  0.7479E-01  0.1009E+00
   109  0.3795E+02 -0.3179E-03  0.5893E-02  0.1674E-01  0.1575E-05 -0.6452E-01  0.1992E+00  0.5645E+00 -0.1829E+00  0.3559E+02 -0.3303E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3632E-02  0.9711E-02  0.2480E-08  0.8144E-01  0.6830E-07  0.9590E-02 -0.1203E-01  0.1238E-01 -0.4295E-01  0.2042E+00  0.1827E+00  0.1841E+00
   110  0.3830E+02  0.3280E+01  0.5776E-02  0.1883E-01  0.1520E-05 -0.1257E+00  0.1958E+00  0.7576E+00  0.9132E-01  0.3242E+02 -0.2973E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.6719E-02  0.9711E-02  0.2505E-08  0.8856E-01  0.6699E-07  0.9571E-02 -0.9524E-03  0.1981E-01  0.1121E+00  0.2599E+00  0.1880E+00  0.2364E+00
   111  0.3865E+02 -0.2974E-03  0.5712E-02  0.2134E-01  0.1489E-05 -0.6690E-01  0.1989E+00  0.4914E+00  0.2464E+00  0.3087E+02 -0.2655E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4316E-02  0.9711E-02  0.2530E-08  0.9578E-01  0.6424E-07  0.9548E-02  0.1009E-01  0.9933E-02  0.1568E+00  0.5722E-01  0.1752E+00  0.1279E+00
   112  0.3900E+02 -0.3281E+01  0.5723E-02  0.2159E-01  0.1501E-05 -0.4596E-01  0.1974E+00  0.4905E+00 -0.1260E-01  0.3082E+02 -0.2649E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3709E-02  0.9711E-02  0.2548E-08  0.9978E-01  0.6491E-07  0.9540E-02  0.7800E-02  0.5824E-02  0.5554E-01 -0.4300E-01  0.8371E-01  0.6224E-01
   113  0.3935E+02 -0.3268E-03  0.5741E-02  0.2109E-01  0.1514E-05 -0.6555E-01  0.1989E+00  0.5018E+00 -0.2404E+00  0.3198E+02 -0.2728E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4718E-02  0.9711E-02  0.2566E-08  0.9528E-01  0.6622E-07  0.9552E-02  0.1117E-01  0.5257E-03  0.1033E+00 -0.1639E+00  0.3593E-02  0.7093E-01
   114  0.3970E+02  0.3281E+01  0.5690E-02  0.2015E-01  0.1483E-05 -0.1207E+00  0.1957E+00  0.7611E+00 -0.5620E-01  0.3335E+02 -0.2898E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.7496E-02  0.9711E-02  0.2591E-08  0.9933E-01  0.6616E-07  0.9535E-02  0.1070E-01 -0.1721E-01 -0.6996E-01 -0.2786E+00  0.1266E+00  0.2352E+00
   115  0.4005E+02 -0.3044E-03  0.5752E-02  0.2039E-01  0.1529E-05 -0.5466E-01  0.1991E+00  0.5484E+00  0.1822E+00  0.3471E+02 -0.2899E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4712E-02  0.9711E-02  0.2618E-08  0.1002E+00  0.6437E-07  0.9522E-02 -0.6452E-02 -0.2173E-01 -0.1534E+00 -0.9536E-01  0.2613E+00  0.3110E+00
   116  0.4040E+02 -0.3281E+01  0.5728E-02  0.2035E-01  0.1527E-05 -0.2803E-01  0.1971E+00  0.5430E+00  0.9177E-01  0.3478E+02 -0.2929E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3538E-02  0.9711E-02  0.2637E-08  0.1021E+00  0.6583E-07  0.9521E-02  0.3678E-03 -0.2266E-01 -0.6477E-01 -0.1367E-01  0.1709E+00  0.3051E+00
   117  0.4075E+02 -0.3172E-03  0.5750E-02  0.1975E-01  0.1546E-05 -0.5836E-01  0.1988E+00  0.4615E+00 -0.1049E+00  0.3638E+02 -0.3036E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5390E-02  0.9711E-02  0.2655E-08  0.9915E-01  0.6750E-07  0.9532E-02  0.1514E-02 -0.1387E-01 -0.9937E-01  0.9551E-01 -0.2808E-01  0.1015E+00
   118  0.4110E+02  0.3281E+01  0.5817E-02  0.1790E-01  0.1563E-05 -0.9506E-01  0.1959E+00  0.6516E+00 -0.8104E-01  0.3864E+02 -0.3364E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.7507E-02  0.9711E-02  0.2682E-08  0.8776E-01  0.7119E-07  0.9566E-02 -0.1314E-01  0.8043E-03  0.4182E-01  0.2145E+00 -0.5677E-01  0.8551E-01
   119  0.4145E+02 -0.3120E-03  0.5883E-02  0.1756E-01  0.1616E-05 -0.4813E-01  0.1990E+00  0.5259E+00  0.1660E-01  0.4013E+02 -0.3439E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5300E-02  0.9711E-02  0.2712E-08  0.7570E-01  0.7202E-07  0.9596E-02 -0.4095E-02  0.2000E-01  0.8253E-01  0.6872E-01  0.2163E+00  0.2517E+00
   120  0.4180E+02 -0.3281E+01  0.5860E-02  0.1969E-01  0.1629E-05 -0.1418E-01  0.1967E+00  0.6151E+00  0.3563E-01  0.3714E+02 -0.3114E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3212E-02  0.9711E-02  0.2734E-08  0.8627E-01  0.6960E-07  0.9564E-02 -0.1296E-01  0.2521E-01  0.5840E-02 -0.6778E-02  0.2203E+00  0.4657E+00
